type,class,order,family,genus,sci_name_orig,sci_name_fb,comm_name,habitat,lh_catg
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,Sardinops sagax,South American pilchard,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Pinguipedidae,Pseudopercis,Pseudopercis semifasciata,Pseudopercis semifasciata,Argentinian sandperch,demersal,Miscellaneous demersal fishes
invertebrate,Anthozoa,Alcyonacea,Coralliidae,Corallium,Corallium elatius,Corallium elatius,"Momo, boke magai, misu coral",demersal,Corals
invertebrate,Malacostraca,Decapoda,Galatheidae,Pleuroncodes,Pleuroncodes monodon,Pleuroncodes monodon,Carrot squat lobster,demersal,"King crabs, squat-lobsters"
invertebrate,Malacostraca,Decapoda,Galatheidae,Cervimunida,Cervimunida johni,Cervimunida johni,Blue squat lobster,demersal,"King crabs, squat-lobsters"
finfish,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus,Cheilodactylus bergi,Nemadactylus bergi,Castaneta,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus argentinae,Mullus argentinae,Argentine goatfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Macrodon,Macrodon ancylodon,Macrodon ancylodon,King weakfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Notothenia,Notothenia rossii,Notothenia rossii,Marbled rockcod,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Solenoceridae,Haliporoides,Haliporoides diomedeae,Haliporoides diomedeae,Chilean knife shrimp,demersal,"Shrimps, prawns"
invertebrate,Cephalopoda,Octopoda,Octopodidae,Eledone,Eledone cirrhosa,Eledone cirrhosa,Horned octopus,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Gobionotothen,Notothenia gibberifrons,Gobionotothen gibberifrons,Humped rockcod,demersal,Miscellaneous demersal fishes
invertebrate,Bivalvia,Veneroida,Veneridae,Tawera,Tawera gayi,Tawera gayi,Gay's little venus,sessile,"Clams, cockles, arkshells"
finfish,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus chilensis,Coelorinchus chilensis,Chilean grenadier,bathydemersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Nototheniidae,Lindbergichthys,Nototheniops nudifrons,Lindbergichthys nudifrons,Yellowfin notie,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Trematomus,Pagothenia hansoni,Trematomus hansoni,Striped rockcod,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,Patagonotothen brevicauda,Patagonotothen brevicauda brevicauda,Patagonian rockcod,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Bathydraconidae,Parachaenichthys,Parachaenichthys georgianus,Parachaenichthys georgianus,NA,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,Chaenocephalus aceratus,Chaenocephalus aceratus,Blackfin icefish,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Sergestidae,Acetes,Acetes japonicus,Acetes japonicus,Akiami paste shrimp,pelagic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Channichthyidae,Pseudochaenichthys,Pseudochaenichthys georgianus,Pseudochaenichthys georgianus,South Georgia icefish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Latidae,Lates,Lates calcarifer,Lates calcarifer,Barramundi(=Giant seaperch),demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Penaeidae,Fenneropenaeus,Penaeus chinensis,Fenneropenaeus chinensis,Fleshy prawn,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Clupeiformes,Pristigasteridae,Ilisha,Ilisha elongata,Ilisha elongata,Elongate ilisha,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Decapoda,Penaeidae,Trachysalambria,Trachypenaeus curvirostris,Trachysalambria curvirostris,Southern rough shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Portunidae,Portunus,Portunus trituberculatus,Portunus trituberculatus,Gazami crab,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Nototheniidae,Gobionotothen,Notothenia acuta,Gobionotothen acuta,Triangular rockcod,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis japonicus,Engraulis japonicus,Japanese anchovy,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,Sardinops melanostictus,Sardinops sagax,Japanese pilchard,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys argenteus,Pomadasys argenteus,Silver grunt,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Channichthyidae,Channichthys,Channichthys rhinoceratus,Channichthys rhinoceratus,Unicorn icefish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Sparidentex,Sparidentex hasta,Sparidentex hasta,Sobaity seabream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus berda,Acanthopagrus berda,Goldsilk seabream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus polylepis,Epinephelus polylepis,Smallscaled grouper,demersal,Miscellaneous demersal fishes
invertebrate,Anthozoa,Alcyonacea,Coralliidae,Corallium,Corallium konojoi,Corallium konojoi,"Shiro, white coral",demersal,Corals
invertebrate,NA,NA,NA,NA,Corallium sp. nov.,Corallium sp. nov.,Midway deep-sea coral,NA,Corals
invertebrate,Anthozoa,Alcyonacea,Coralliidae,Paracorallium,Corallium japonicum,Paracorallium japonicum,Aka coral,demersal,Corals
invertebrate,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,Paragorgia arborea,Paragorgia arborea,Bubble gum coral,demersal,Corals
finfish,Actinopterygii,Perciformes,Polynemidae,Leptomelanosoma,Leptomelanosoma indicum,Leptomelanosoma indicum,Indian threadfin,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Dussumieriidae,Dussumieria,Dussumieria elopsoides,Dussumieria elopsoides,Slender rainbow sardine,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,Anarhichas lupus,Atlantic wolffish,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus riveti,Xiphopenaeus kroyeri,Pacific seabob,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus surmuletus,Mullus surmuletus,Surmullet,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus sierra,Scomberomorus sierra,Pacific sierra,pelagic-neritic,"Tunas, bonitos, billfishes"
invertebrate,Malacostraca,Decapoda,Penaeidae,Litopenaeus,Penaeus occidentalis,Litopenaeus occidentalis,Western white shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Carangidae,Selene,Selene dorsalis,Selene dorsalis,African moonfish,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus gracilis,Panulirus gracilis,Green spiny lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea rhizophorae,Crassostrea rhizophorae,Mangrove cupped oyster,benthic,"Scallops, pectens"
finfish,Actinopterygii,Perciformes,Polynemidae,Polydactylus,Polydactylus quadrifilis,Polydactylus quadrifilis,Giant African threadfin,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Engraulidae,Cetengraulis,Cetengraulis mysticetus,Cetengraulis mysticetus,Pacific anchoveta,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Polynemidae,Galeoides,Galeoides decadactylus,Galeoides decadactylus,Lesser African threadfin,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius angustimanus,Merluccius angustimanus,Panama hake,demersal,"Cods, hakes, haddocks"
invertebrate,Malacostraca,Decapoda,Solenoceridae,Solenocera,Solenocera agassizii,Solenocera agassizii,Kolibri shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Opisthonema,Opisthonema libertate,Opisthonema libertate,Pacific thread herring,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Polynemidae,Pentanemus,Pentanemus quinquarius,Pentanemus quinquarius,Royal threadfin,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella maderensis,Sardinella maderensis,Madeiran sardinella,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Haemulidae,Conodon,Conodon nobilis,Conodon nobilis,Barred grunt,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus purpureus,Lutjanus purpureus,Southern red snapper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Isopisthus,Isopisthus parvipinnis,Isopisthus parvipinnis,Bigtooth corvina,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Galatheidae,Pleuroncodes,Pleuroncodes planipes,Pleuroncodes planipes,Pelagic red crab,benthic,"Crabs, sea-spiders"
invertebrate,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,Penaeus brevirostris,Farfantepenaeus brevirostris,Crystal shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,Penaeus californiensis,Farfantepenaeus californiensis,Yellowleg shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion acoupa,Cynoscion acoupa,Acoupa weakfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion leiarchus,Cynoscion leiarchus,Smooth weakfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion virescens,Cynoscion virescens,Green weakfish,demersal,Miscellaneous demersal fishes
invertebrate,Branchiopoda,Anostraca,Artemiidae,Artemia,Artemia salina,Artemia salina,Brine shrimp,pelagic-neritic,"Shrimps, prawns"
invertebrate,Bivalvia,Ostreoida,Pectinidae,Pecten,Pecten jacobaeus,Pecten jacobaeus,Great Mediterranean scallop,benthic,"Scallops, pectens"
invertebrate,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla mantis,Squilla mantis,Spottail mantis squillid,demersal,"Shrimps, prawns"
invertebrate,Bivalvia,Arcoida,Arcidae,Arca,Arca noae,Arca noae,Noah's ark,benthic,"Clams, cockles, arkshells"
invertebrate,Bivalvia,Veneroida,Veneridae,Callista,Callista chione,Callista chione,Smooth callista,benthic,"Clams, cockles, arkshells"
invertebrate,Bivalvia,Veneroida,Veneridae,Venus,Venus verrucosa,Venus verrucosa,Warty venus,benthic,"Clams, cockles, arkshells"
invertebrate,Cephalopoda,Octopoda,Octopodidae,Eledone,Eledone moschata,Eledone moschata,Musky octopus,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion jamaicensis,Cynoscion jamaicensis,Jamaica weakfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Gerreidae,Diapterus,Diapterus auratus,Diapterus auratus,Irish mojarra,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Larimus,Larimus breviceps,Larimus breviceps,Shorthead drum,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Zoarcidae,Zoarces,Macrozoarces americanus,Zoarces americanus,Ocean pout,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Stenotomus,Stenotomus chrysops,Stenotomus chrysops,Scup,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus barbatus,Mullus barbatus barbatus,Red mullet,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Pseudotolithus,Pseudotolithus elongatus,Pseudotolithus elongatus,Bobo croaker,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus mustelus,Mustelus mustelus,Smooth-hound,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,Myliobatis aquila,Common eagle ray,benthopelagic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys jubelini,Pomadasys jubelini,Sompat grunt,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Pseudotolithus,Pseudotolithus senegalensis,Pseudotolithus senegalensis,Cassava croaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cilus,Cilus gilberti,Cilus gilberti,Corvina drum,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Pinguipedidae,Prolatilus,Prolatilus jugularis,Prolatilus jugularis,Pacific sandperch,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Polyprionidae,Polyprion,Polyprion oxygeneios,Polyprion oxygeneios,Hapuku wreckfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion analis,Cynoscion analis,Peruvian weakfish,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,Penaeus duorarum,Farfantepenaeus duorarum,Northern pink shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Aplodactylidae,Aplodactylus,Aplodactylus punctatus,Aplodactylus punctatus,NA,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Pinguipedidae,Pinguipes,Pinguipes chilensis,Pinguipes chilensis,Chilean sandperch,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Gerreidae,Eucinostomus,Eucinostomus melanopterus,Eucinostomus melanopterus,Flagfin mojarra,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys dentatus,Paralichthys dentatus,Summer flounder,demersal,"Flounders, halibuts, soles"
invertebrate,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,Callinectes sapidus,Blue crab,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis capensis,Engraulis capensis,Southern African anchovy,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Sciaenidae,Miichthys,Miichthys miiuy,Miichthys miiuy,Mi-iuy (brown) croaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,Ammodytes personatus,Pacific sandlance,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Dussumieriidae,Etrumeus,Etrumeus teres,Etrumeus sadina,Red-eye round herring,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Cephalopoda,Teuthida,Loliginidae,Loligo,Loligo forbesi,Loligo forbesii,Veined squid,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca xenarcha,Mycteroperca xenarcha,Broomtail grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus aeneus,Epinephelus aeneus,White grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Sciaena,Sciaena umbra,Sciaena umbra,Brown meagre,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Uranoscopidae,Uranoscopus,Uranoscopus scaber,Uranoscopus scaber,Stargazer,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus cabrilla,Serranus cabrilla,Comber,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Dentex,Dentex angolensis,Dentex angolensis,Angolan dentex,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides latus,Scyllarides latus,Mediterranean slipper lobster,benthic,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus caninus,Epinephelus caninus,Dogtooth grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus scriba,Serranus scriba,Painted comber,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Caproidae,Capros,Capros aper,Capros aper,Boarfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Percidae,Perca,Perca fluviatilis,Perca fluviatilis,European perch,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo trutta,Salmo trutta,Sea trout,pelagic-neritic,Miscellaneous diadromous fishes
finfish,Actinopterygii,Perciformes,Zoarcidae,Zoarces,Zoarces viviparus,Zoarces viviparus,Eelpout,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Argyrops,Argyrops spinifer,Argyrops spinifer,King soldier bream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,Nemipterus randalli,Nemipterus randalli,Randall's threadfin bream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Gobiidae,Neogobius,Neogobius melanostomus,Neogobius melanostomus,Round goby,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,Trisopterus esmarkii,Norway pout,benthopelagic,"Cods, hakes, haddocks"
finfish,Holocephali,Chimaeriformes,Chimaeridae,Chimaera,Chimaera monstrosa,Chimaera monstrosa,Rabbit fish,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,Anarhichas minor,Anarhichas minor,Spotted wolffish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes tobianus,Ammodytes tobianus,Small sandeel,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Raja batis,Dipturus batis,Blue skate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Percidae,Gymnocephalus,Gymnocephalus cernuus,Gymnocephalus cernua,Ruffe,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,Champsocephalus esox,Champsocephalus esox,Pike icefish,demersal,Miscellaneous demersal fishes
invertebrate,Bivalvia,Veneroida,Mactridae,Spisula,Spisula solida,Spisula solida,Solid surf clam,benthic,"Clams, cockles, arkshells"
invertebrate,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Cerastoderma edule,Cerastoderma edule,Common edible cockle,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Bovichtidae,Cottoperca,Cottoperca gobio,Cottoperca gobio,Channel bull blenny,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Parapristipoma,Parapristipoma octolineatum,Parapristipoma octolineatum,African striped grunt,demersal,Miscellaneous demersal fishes
invertebrate,Anthozoa,Scleractinia,Caryophylliidae,Goniocorella,Goniocorella dumosa,Goniocorella dumosa,Bushy hard coral,reef-associated,Corals
finfish,Actinopterygii,Gadiformes,Lotidae,Molva,Molva dypterygia,Molva dypterygia,Blue ling,demersal,"Cods, hakes, haddocks"
