type,class,order,family,genus,sci_name_orig,sci_name_fb,comm_name,habitat,lh_catg
finfish,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa nasus,Anchoa nasus,Longnose anchovy,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus latus,Acanthopagrus latus,Yellowfin seabream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca rubra,Mycteroperca rubra,Mottled grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys incisus,Pomadasys incisus,Bastard grunt,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,Manta birostris,Manta birostris,Giant manta,reef-associated,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Penaeidae,Protrachypene,Protrachypene precipua,Protrachypene precipua,Titi shrimp,demersal,"Shrimps, prawns"
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus henlei,Mustelus henlei,Brown smooth-hound,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,Encrasicholina punctifer,Buccaneer anchovy,reef-associated,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Stomatopoda,Squillidae,Erugosquilla,Erugosquilla massavensis,Erugosquilla massavensis,Red sea mantis shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion nebulosus,Cynoscion nebulosus,Spotted weakfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,Menticirrhus littoralis,Menticirrhus littoralis,Gulf kingcroaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Rhomboplites,Rhomboplites aurorubens,Rhomboplites aurorubens,Vermilion snapper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus punctatus,Dicentrarchus punctatus,Spotted seabass,pelagic-neritic,Miscellaneous diadromous fishes
finfish,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,Parapercis colias,Parapercis colias,New Zealand blue cod,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Pentacerotidae,Paristiopterus,Paristiopterus labiosus,Paristiopterus labiosus,Giant boarfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Uranoscopidae,Kathetostoma,Kathetostoma giganteum,Kathetostoma giganteum,Giant stargazer,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Lepidoperca,Lepidoperca pulchella,Lepidoperca pulchella,Orange perch,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,Paralonchurus peruanus,Paralonchurus peruanus,Peruvian banded croaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus atricauda,Serranus atricauda,Blacktail comber,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Gobiidae,Mesogobius,Mesogobius batrachocephalus,Mesogobius batrachocephalus,Knout goby,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Apsilus,Apsilus fuscus,Apsilus fuscus,African forktail snapper,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium fabricii,Centroscyllium fabricii,Black dogfish,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus fulgens,Lutjanus fulgens,Golden African snapper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Crenidens,Crenidens crenidens,Crenidens crenidens,Karanteen seabream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus goreensis,Epinephelus goreensis,Dungat grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Gobiidae,Gobius,Gobius niger,Gobius niger,Black goby,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Petrus,Petrus rupestris,Petrus rupestris,Red steenbras,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Cymatoceps,Cymatoceps nasutus,Cymatoceps nasutus,Black musselcracker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Gadiformes,Macrouridae,Macrourus,Macrourus berglax,Macrourus berglax,Roughhead grenadier,benthopelagic,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Sciaenidae,Atrobucca,Atrobucca nibe,Atrobucca nibe,Blackmouth croaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,Nemipterus virgatus,Nemipterus virgatus,Golden threadfin bream,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,Squatina squatina,Squatina squatina,Angelshark,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus schlegeli,Acanthopagrus schlegelii,Blackhead seabream,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Gadiformes,Lotidae,Lota,Lota lota,Lota lota,Burbot,demersal,"Cods, hakes, haddocks"
finfish,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus coelolepis,Centroscymnus coelolepis,Portuguese dogfish,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,Somniosus microcephalus,Somniosus microcephalus,Greenland shark,benthopelagic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,Gaidropsarus ensis,Gaidropsarus ensis,Threadfin rockling,benthopelagic,"Cods, hakes, haddocks"
finfish,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus crepidater,Centroscymnus crepidater,Longnose velvet dogfish,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Channichthyidae,Chionodraco,Chionodraco hamatus,Chionodraco hamatus,NA,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Trematomus,Trematomus eulepidotus,Trematomus eulepidotus,Blunt scalyhead,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus bleekeri,Epinephelus bleekeri,Duskytail grouper,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus montagui,Pandalus montagui,Aesop shrimp,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Sciaenidae,Sciaenops,Sciaenops ocellatus,Sciaenops ocellatus,Red drum,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Leiostomus,Leiostomus xanthurus,Leiostomus xanthurus,Spot croaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,Micropogonias undulatus,Micropogonias undulatus,Atlantic croaker,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,Atractoscion nobilis,Atractoscion nobilis,White weakfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Polyprionidae,Stereolepis,Stereolepis gigas,Stereolepis gigas,Giant seabass,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Nephropidae,Thymops,Thymops birsteini,Thymops birsteini,Southern lobsterette,demersal,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Scombridae,Allothunnus,Allothunnus fallai,Allothunnus fallai,Slender tuna,pelagic-oceanic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion regalis,Cynoscion regalis,Squeteague(=Gray weakfish),demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,Menticirrhus saxatilis,Menticirrhus saxatilis,Northern kingfish,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Galatheidae,Munida,Munida gregaria,Munida gregaria,Swarming squat lobster,benthic,"King crabs, squat-lobsters"
finfish,Actinopterygii,Perciformes,Haemulidae,Orthopristis,Orthopristis chrysoptera,Orthopristis chrysoptera,Pigfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Selene,Selene vomer,Selene vomer,Lookdown,demersal,Miscellaneous demersal fishes
invertebrate,Cephalopoda,Teuthida,Loliginidae,Uroteuthis,Loligo duvauceli,Uroteuthis duvaucelii,Indian squid,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,Centrophorus squamosus,Centrophorus squamosus,Leafscale gulper shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus drummondhayi,Epinephelus drummondhayi,Speckled hind,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Herklotsichthys,Herklotsichthys quadrimaculat.,Herklotsichthys quadrimaculatus,Bluestripe herring,reef-associated,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides,Spratelloides gracilis,Spratelloides gracilis,Silver-stripe round herring,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Decapoda,Portunidae,Scylla,Scylla serrata,Scylla serrata,Indo-Pacific swamp crab,benthic,"Crabs, sea-spiders"
finfish,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus albula,Coregonus albula,Vendace,benthopelagic,Miscellaneous diadromous fishes
finfish,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus blainville,Squalus blainville,Longnose spurdog,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Squaliformes,Somniosidae,Scymnodon,Scymnodon ringens,Scymnodon ringens,Knifetooth dogfish,bathypelagic,"Sharks, rays, chimaeras"
invertebrate,Gastropoda,Neotaenioglossa,Littorinidae,Littorina,Littorina littorea,Littorina littorea,Common periwinkle,benthic,"Abalones, winkles, conchs"
finfish,Elasmobranchii,Lamniformes,Alopiidae,Alopias,Alopias vulpinus,Alopias vulpinus,Thresher,pelagic-oceanic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Scombridae,Gymnosarda,Gymnosarda unicolor,Gymnosarda unicolor,Dogtooth tuna,reef-associated,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus adscensionis,Epinephelus adscensionis,Rock hind,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Portunidae,Necora,Necora puber,Necora puber,Velvet swimcrab,demersal,"Crabs, sea-spiders"
finfish,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,Etmopterus spinax,Etmopterus spinax,Velvet belly,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,Galeus murinus,Galeus murinus,Mouse catshark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,Centrophorus granulosus,Centrophorus granulosus,Gulper shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Gadiformes,Phycidae,Phycis,Phycis phycis,Phycis phycis,Forkbeard,benthopelagic,"Cods, hakes, haddocks"
finfish,Actinopterygii,Pleuronectiformes,Soleidae,Solea,Solea senegalensis,Solea senegalensis,Senegalese sole,demersal,"Flounders, halibuts, soles"
invertebrate,Merostomata,Xiphosura,Limulidae,Limulus,Limulus polyphemus,Limulus polyphemus,Horseshoe crab,benthic,Horseshoe crabs
finfish,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Raja oxyrinchus,Dipturus oxyrinchus,Longnosed skate,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,Raja fullonica,Leucoraja fullonica,Shagreen ray,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Pleuronectiformes,Soleidae,Dicologlossa,Dicologlossa cuneata,Dicologlossa cuneata,Wedge sole,demersal,"Flounders, halibuts, soles"
invertebrate,Bivalvia,Veneroida,Veneridae,Venerupis,Venerupis pullastra,Venerupis pullastra,Pullet carpet shell,benthic,"Clams, cockles, arkshells"
finfish,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,Cetorhinus maximus,Cetorhinus maximus,Basking shark,pelagic-oceanic,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Portunidae,Carcinus,Carcinus maenas,Carcinus maenas,Green crab,benthic,"Crabs, sea-spiders"
finfish,Actinopterygii,Gadiformes,Moridae,Mora,Mora moro,Mora moro,Common mora,bathypelagic,"Cods, hakes, haddocks"
invertebrate,Malacostraca,Decapoda,Palinuridae,Palinurus,Palinurus gilchristi,Palinurus gilchristi,Southern spiny lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Illex,Illex argentinus,Illex argentinus,Argentine shortfin squid,pelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Penaeidae,Marsupenaeus,Penaeus japonicus,Marsupenaeus japonicus,Kuruma prawn,benthic,"Shrimps, prawns"
finfish,Elasmobranchii,Squaliformes,Centrophoridae,Deania,Deania calcea,Deania calcea,Birdbeak dogfish,bathydemersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Palinuridae,Palinurus,Palinurus mauritanicus,Palinurus mauritanicus,Pink spiny lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Bivalvia,Arcoida,Glycymerididae,Glycymeris,Glycymeris glycymeris,Glycymeris glycymeris,Common European bittersweet,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus microps,Caulolatilus microps,Grey tilefish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa alosa,Alosa alosa,Allis shad,pelagic-neritic,Shads
finfish,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa fallax,Alosa fallax,Twaite shad,pelagic-neritic,Shads
invertebrate,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon longirostris,Palaemon longirostris,Delta prawn,demersal,"Shrimps, prawns"
invertebrate,Bivalvia,Veneroida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,Japanese carpet shell,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion arenarius,Cynoscion arenarius,Sand weakfish,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Squaliformes,Dalatiidae,Dalatias,Dalatias licha,Dalatias licha,Kitefin shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,Galeus melastomus,Galeus melastomus,Blackmouth catshark,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Rostroraja,Raja alba,Rostroraja alba,White skate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Sparidae,Lagodon,Lagodon rhomboides,Lagodon rhomboides,Pinfish,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Rajiformes,Rajidae,Raja,Raja asterias,Raja asterias,Mediterranean starry ray,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Squaliformes,Centrophoridae,Deania,Deania profundorum,Deania profundorum,Arrowhead dogfish,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,Somniosus rostratus,Somniosus rostratus,Little sleeper shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus chrysops,Caulolatilus chrysops,Atlantic goldeneye tilefish,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,Dasyatis violacea,Pteroplatytrygon violacea,Pelagic stingray,pelagic-oceanic,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,Raja hyperborea,Amblyraja hyperborea,Arctic skate,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Serranidae,Hyporthodus,Epinephelus nigritus,Hyporthodus nigritus,Warsaw grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Hyporthodus,Epinephelus flavolimbatus,Hyporthodus flavolimbatus,Yellowedge grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Pristigasteridae,Pellona,Pellona flavipinnis,Pellona flavipinnis,Yellowfin river pellona,pelagic,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,Penaeus subtilis,Farfantepenaeus subtilis,Southern brown shrimp,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Serranidae,Hyporthodus,Epinephelus niveatus,Hyporthodus niveatus,Snowy grouper,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Pristipomoides,Pristipomoides aquilonaris,Pristipomoides aquilonaris,Wenchman,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion striatus,Cynoscion striatus,Striped weakfish,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Palinuridae,Jasus,Jasus paulensis,Jasus paulensis,St.Paul rock lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,Penaeus notialis,Farfantepenaeus notialis,Southern pink shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Penaeidae,Parapenaeopsis,Parapenaeopsis atlantica,Parapenaeopsis atlantica,Guinea shrimp,demersal,"Shrimps, prawns"
finfish,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra fluviatilis,Lampetra fluviatilis,River lamprey,demersal,Miscellaneous demersal fishes
finfish,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Petromyzon,Petromyzon marinus,Petromyzon marinus,Sea lamprey,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber australasicus,Scomber australasicus,Blue mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Gadiformes,Moridae,Pseudophycis,Pseudophycis bachus,Pseudophycis bachus,Red codling,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Clupeonella,Clupeonella cultriventris,Clupeonella cultriventris,Black and Caspian Sea sprat,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,Chelidonichthys kumu,Chelidonichthys kumu,Bluefin gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Pterygotrigla,Pterygotrigla polyommata,Pterygotrigla polyommata,Latchet(=Sharpbeak gurnard),demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Dussumieriidae,Etrumeus,Etrumeus whiteheadi,Etrumeus whiteheadi,Whitehead's round herring,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Decapoda,Solenoceridae,Haliporoides,Haliporoides triarthrus,Haliporoides triarthrus,Knife shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,Metanephrops andamanicus,Andaman lobster,benthic,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Gadiformes,Gadidae,Boreogadus,Boreogadus saida,Boreogadus saida,Polar cod,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Scorpaeniformes,Congiopodidae,Zanclorhynchus,Zanclorhynchus spinifer,Zanclorhynchus spinifer,Antarctic horsefish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,Aspitrigla cuculus,Chelidonichthys cuculus,Red gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Eutrigla,Eutrigla gurnardus,Eutrigla gurnardus,Grey gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,Chelidonichthys lucerna,Chelidonichthys lucerna,Tub gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,Ophiodon elongatus,Lingcod,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Normanichthyidae,Normanichthys,Normanichthys crockeri,Normanichthys crockeri,Mote sculpin,demersal,Miscellaneous demersal fishes
invertebrate,Malacostraca,Decapoda,Geryonidae,Chaceon,Chaceon affinis,Chaceon affinis,Deep-sea red crab,benthic,"Crabs, sea-spiders"
finfish,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena porcus,Scorpaena porcus,Black scorpionfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus alpinus,Salvelinus alpinus alpinus,Arctic char,benthopelagic,Miscellaneous diadromous fishes
finfish,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena scrofa,Scorpaena scrofa,Red scorpionfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus maculatus,Scomberomorus maculatus,Atlantic Spanish mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Scorpaeniformes,Agonidae,Agonus,Agonus cataphractus,Agonus cataphractus,Hooknose,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa hepsetus,Anchoa hepsetus,Broad-striped anchovy,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Decapoda,Palaemonidae,Nematopalaemon,Nematopalaemon schmitti,Nematopalaemon schmitti,Whitebelly prawn,benthic,"Shrimps, prawns"
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus limbatus,Carcharhinus limbatus,Blacktip shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus porosus,Carcharhinus porosus,Smalltail shark,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Rajella,Raja lintea,Rajella lintea,Sailray,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Trigloporus,Chelidonichthys lastoviza,Trigloporus lastoviza,Streaked gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Hexagrammidae,Pleurogrammus,Pleurogrammus monopterygius,Pleurogrammus monopterygius,Atka mackerel,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Gadiformes,Bregmacerotidae,Bregmaceros,Bregmaceros mcclellandi,Bregmaceros mcclellandi,Unicorn cod,pelagic-oceanic,"Cods, hakes, haddocks"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella longiceps,Sardinella longiceps,Indian oil sardine,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus lineolatus,Scomberomorus lineolatus,Streaked seerfish,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus guttatus,Scomberomorus guttatus,Indo-Pacific king mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,Chelidonichthys capensis,Chelidonichthys capensis,Cape gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Sardinella gibbosa,Goldstripe sardinella,reef-associated,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella lemuru,Sardinella lemuru,Bali sardinella,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Clupeiformes,Dussumieriidae,Dussumieria,Dussumieria acuta,Dussumieria acuta,Rainbow sardine,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Tenualosa,Tenualosa toli,Tenualosa toli,Toli shad,pelagic-neritic,Shads
invertebrate,Bivalvia,Arcoida,Arcidae,Tegillarca,Anadara granosa,Tegillarca granosa,Blood cockle,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Scorpaeniformes,Hexagrammidae,Pleurogrammus,Pleurogrammus azonus,Pleurogrammus azonus,Okhotsk atka mackerel,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,Liparis tanakae,Liparis tanakae,Tanaka's snailfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus scorpius,Myoxocephalus scorpius,Shorthorn sculpin,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Perciformes,Scombridae,Rastrelliger,Rastrelliger brachysoma,Rastrelliger brachysoma,Short mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Scorpaeniformes,Triglidae,Lepidotrigla,Lepidotrigla brachyoptera,Lepidotrigla brachyoptera,Scaly gurnard,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Platycephalidae,Grammoplites,Grammoplites suppositus,Grammoplites suppositus,Spotfin flathead,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,Hexagrammos decagrammus,Kelp greenling,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,Cabezon,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Siluriformes,Ariidae,Netuma,Arius thalassinus,Netuma thalassina,Giant catfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Siluriformes,Ariidae,Galeichthys,Galeichthys feliceps,Galeichthys feliceps,White barbel,demersal,Miscellaneous demersal fishes
invertebrate,Gastropoda,Archaeogastropoda,Trochidae,Trochus,Trochus niloticus,Trochus niloticus,Commercial top,benthic,"Abalones, winkles, conchs"
finfish,Actinopterygii,Syngnathiformes,Centriscidae,Macroramphosus,Macroramphosus scolopax,Macroramphosus scolopax,Longspine snipefish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Anodontostoma,Anodontostoma chacunda,Anodontostoma chacunda,Chacunda gizzard shad,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Bivalvia,Mytiloida,Mytilidae,Perna,Perna viridis,Perna viridis,Green mussel,benthic,"Clams, cockles, arkshells"
