"stockid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m"
"41-ARG-ANA",41,"Atlantic, Southwest","ARG","Argentina","ANA","Engraulis anchoita","Engraulis anchoita","Argentine anchovy",1950,2015,66,15907,"Herrings, sardines, anchovies","Medium",0.924896831606378
"41-ARG-ASH",41,"Atlantic, Southwest","ARG","Argentina","ASH","Artemesia longinaris","Artemesia longinaris","Argentine stiletto shrimp",1950,2015,66,273,"Shrimps, prawns","High",2.08095226008899
"41-ARG-BLU",41,"Atlantic, Southwest","ARG","Argentina","BLU","Pomatomus saltatrix","Pomatomus saltatrix","Bluefish",1950,2015,66,492,"Miscellaneous pelagic fishes","Medium",0.378864828443736
"41-ARG-BON",41,"Atlantic, Southwest","ARG","Argentina","BON","Sarda sarda","Sarda sarda","Atlantic bonito",1962,2015,54,291.5,"Tunas, bonitos, billfishes","Medium",0.96547860002008
"41-ARG-BRF",41,"Atlantic, Southwest","ARG","Argentina","BRF","Helicolenus dactylopterus","Helicolenus dactylopterus","Blackbelly rosefish",1967,2015,49,549,"Miscellaneous demersal fishes","Very low",0.168633790272401
"41-ARG-BSZ",41,"Atlantic, Southwest","ARG","Argentina","BSZ","Acanthistius brasilianus","Acanthistius brasilianus","Argentine seabass",1950,2015,66,3999.5,"Miscellaneous coastal fishes","Medium",0.41986704472218
"41-ARG-CHJ",41,"Atlantic, Southwest","ARG","Argentina","CHJ","Callorhinchus callorynchus","Callorhinchus callorynchus","Plownose chimaera",1950,2015,66,832.5,"Sharks, rays, chimaeras","Low",0.262449825686085
"41-ARG-CKM",41,"Atlantic, Southwest","ARG","Argentina","CKM","Micropogonias furnieri","Micropogonias furnieri","Whitemouth croaker",1950,2015,66,5303.5,"Miscellaneous demersal fishes","Medium",0.44841092312097
"41-ARG-CKY",41,"Atlantic, Southwest","ARG","Argentina","CKY","Umbrina canosai","Umbrina canosai","Argentine croaker",1950,2015,66,2000,"Miscellaneous demersal fishes","Medium",0.699576912004144
"41-ARG-CTA",41,"Atlantic, Southwest","ARG","Argentina","CTA","Cheilodactylus bergi","Nemadactylus bergi","Castaneta",1964,2015,52,1181,"Miscellaneous demersal fishes","Medium",0.204587884805734
"41-ARG-CUS",41,"Atlantic, Southwest","ARG","Argentina","CUS","Genypterus blacodes","Genypterus blacodes","Pink cusk-eel",1958,2015,58,9014,"Miscellaneous demersal fishes","Low",0.193380201671126
"41-ARG-FLA",41,"Atlantic, Southwest","ARG","Argentina","FLA","Percophis brasiliensis","Percophis brasiliensis","Brazilian flathead",1950,2015,66,3700,"Miscellaneous demersal fishes","Medium",0.319784848292829
"41-ARG-GRM",41,"Atlantic, Southwest","ARG","Argentina","GRM","Macruronus magellanicus","Macruronus magellanicus","Patagonian grenadier",1978,2015,38,43973,"Cods, hakes, haddocks","Low",0.2414494509987
"41-ARG-HKN",41,"Atlantic, Southwest","ARG","Argentina","HKN","Merluccius australis","Merluccius australis","Southern hake",1979,2015,37,3126,"Cods, hakes, haddocks","Low",0.233194925626374
"41-ARG-HKP",41,"Atlantic, Southwest","ARG","Argentina","HKP","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",1950,2015,66,258592.5,"Cods, hakes, haddocks","Low",0.400870870075933
"41-ARG-LAA",41,"Atlantic, Southwest","ARG","Argentina","LAA","Pleoticus muelleri","Pleoticus muelleri","Argentine red shrimp",1950,2015,66,4549,"Shrimps, prawns","High",0.72311709759331
"41-ARG-MCC",41,"Atlantic, Southwest","ARG","Argentina","MCC","Macrourus carinatus","Macrourus carinatus","Ridge scaled rattail",1987,2015,29,1826,"Cods, hakes, haddocks","Low",0.198766128611094
"41-ARG-MHS",41,"Atlantic, Southwest","ARG","Argentina","MHS","Brevoortia aurea","Brevoortia aurea","Brazilian menhaden",1953,2015,63,265,"Shads","High",0.805317295388989
"41-ARG-MSR",41,"Atlantic, Southwest","ARG","Argentina","MSR","Mytilus platensis","Mytilus platensis","River Plata mussel",1950,2015,66,1398,"Clams, cockles, arkshells","High",0.522351821228881
"41-ARG-PAO",41,"Atlantic, Southwest","ARG","Argentina","PAO","Parona signata","Parona signata","Parona leatherjacket",1964,2015,52,708.5,"Miscellaneous demersal fishes","Medium",1.02635110861724
"41-ARG-POS",41,"Atlantic, Southwest","ARG","Argentina","POS","Micromesistius australis","Micromesistius australis","Southern blue whiting",1978,2015,38,19410,"Cods, hakes, haddocks","Medium",0.229913756271984
"41-ARG-RPG",41,"Atlantic, Southwest","ARG","Argentina","RPG","Pagrus pagrus","Pagrus pagrus","Red porgy",1950,2015,66,2334.5,"Miscellaneous coastal fishes","Medium",0.334800484780515
"41-ARG-RSC",41,"Atlantic, Southwest","ARG","Argentina","RSC","Trachurus lathami","Trachurus lathami","Rough scad",1958,2015,58,286,"Miscellaneous coastal fishes","Medium",0.620766536275476
"41-ARG-SAO",41,"Atlantic, Southwest","ARG","Argentina","SAO","Salilota australis","Salilota australis","Tadpole codling",1992,2015,24,3868.5,"Cods, hakes, haddocks","Medium",0.333512134208379
"41-ARG-SDP",41,"Atlantic, Southwest","ARG","Argentina","SDP","Mustelus schmitti","Mustelus schmitti","Narrownose smooth-hound",1960,2015,56,7069.5,"Sharks, rays, chimaeras","Very low",0.230954795269731
"41-ARG-SEO",41,"Atlantic, Southwest","ARG","Argentina","SEO","Seriolella porosa","Seriolella porosa","Choicy ruff",1992,2015,24,2735,"Miscellaneous coastal fishes","Medium",0.448655708063076
"41-ARG-SQA",41,"Atlantic, Southwest","ARG","Argentina","SQA","Illex argentinus","Illex argentinus","Argentine shortfin squid",1950,2015,66,22323.5,"Miscellaneous coastal fishes","High",1.39658979980955
"41-ARG-SUG",41,"Atlantic, Southwest","ARG","Argentina","SUG","Squatina argentina","Squatina argentina","Argentine angelshark",1990,2015,26,3821.5,"Sharks, rays, chimaeras","Very low",0.192162139743916
"41-ARG-TOP",41,"Atlantic, Southwest","ARG","Argentina","TOP","Dissostichus eleginoides","Dissostichus eleginoides","Patagonian toothfish",1978,2015,38,2259.5,"Miscellaneous pelagic fishes","Low",0.167448109866693
"41-ARG-UPR",41,"Atlantic, Southwest","ARG","Argentina","UPR","Pseudopercis semifasciata","Pseudopercis semifasciata","Argentinian sandperch",1960,2015,56,2227.5,"Miscellaneous demersal fishes","Low",0.581015034350491
"41-ARG-VMA",41,"Atlantic, Southwest","ARG","Argentina","VMA","Scomber colias","Scomber colias","Atlantic chub mackerel",1950,2015,66,9750,"Tunas, bonitos, billfishes","Medium",0.474276751044858
"41-ARG-YGC",41,"Atlantic, Southwest","ARG","Argentina","YGC","Cynoscion guatucupa","Cynoscion guatucupa","Stripped weakfish",1950,2015,66,6798.5,"Miscellaneous coastal fishes","Medium",0.489943157888053
"41-ARG-ZYP",41,"Atlantic, Southwest","ARG","Argentina","ZYP","Zygochlamys patagonica","Zygochlamys patagonica","Patagonian scallop",1950,2015,66,1093,"Scallops, pectens","High",1.10319523795242
"41-BRA-BAL",41,"Atlantic, Southwest","BRA","Brazil","BAL","Hemiramphus brasiliensis","Hemiramphus brasiliensis","Ballyhoo halfbeak",1960,2015,56,653.5,"Miscellaneous coastal fishes","Medium",1.10632790316802
"41-BRA-BDM",41,"Atlantic, Southwest","BRA","Brazil","BDM","Pogonias cromis","Pogonias cromis","Black drum",1950,2015,66,771,"Miscellaneous demersal fishes","Medium",0.188218293468011
"41-BRA-BLU",41,"Atlantic, Southwest","BRA","Brazil","BLU","Pomatomus saltatrix","Pomatomus saltatrix","Bluefish",1950,2015,66,5029,"Miscellaneous pelagic fishes","Medium",0.378864828443736
"41-BRA-BOB",41,"Atlantic, Southwest","BRA","Brazil","BOB","Xiphopenaeus kroyeri","Xiphopenaeus kroyeri","Atlantic seabob",1960,2015,56,11398.5,"Shrimps, prawns","High",1.87923047029127
"41-BRA-BRG",41,"Atlantic, Southwest","BRA","Brazil","BRG","Conodon nobilis","Conodon nobilis","Barred grunt",1950,2015,66,1000,"Miscellaneous demersal fishes","Medium",0.612360448797669
"41-BRA-BRS",41,"Atlantic, Southwest","BRA","Brazil","BRS","Scomberomorus brasiliensis","Scomberomorus brasiliensis","Serra Spanish mackerel",1970,2015,46,1470.5,"Tunas, bonitos, billfishes","Medium",0.358059743353364
"41-BRA-BSH",41,"Atlantic, Southwest","BRA","Brazil","BSH","Prionace glauca","Prionace glauca","Blue shark",1992,2015,21,1689,"Sharks, rays, chimaeras","Very low",0.21396988466347
"41-BRA-BSR",41,"Atlantic, Southwest","BRA","Brazil","BSR","Sardinella brasiliensis","Sardinella brasiliensis","Brazilian sardinella",1950,2015,66,65519.5,"Herrings, sardines, anchovies","High",0.853839719401652
"41-BRA-BUA",41,"Atlantic, Southwest","BRA","Brazil","BUA","Chloroscombrus chrysurus","Chloroscombrus chrysurus","Atlantic bumper",1995,2015,21,2842,"Miscellaneous coastal fishes","Medium",0.953449432430722
"41-BRA-CBA",41,"Atlantic, Southwest","BRA","Brazil","CBA","Rachycentron canadum","Rachycentron canadum","Cobia",1995,2015,21,919,"Miscellaneous coastal fishes","Low",0.457455394554102
"41-BRA-CKM",41,"Atlantic, Southwest","BRA","Brazil","CKM","Micropogonias furnieri","Micropogonias furnieri","Whitemouth croaker",1950,2015,66,36200,"Miscellaneous demersal fishes","Medium",0.44841092312097
"41-BRA-CKY",41,"Atlantic, Southwest","BRA","Brazil","CKY","Umbrina canosai","Umbrina canosai","Argentine croaker",1985,2015,31,12052,"Miscellaneous demersal fishes","Medium",0.699576912004144
"41-BRA-CRZ",41,"Atlantic, Southwest","BRA","Brazil","CRZ","Callinectes danae","Callinectes danae","Dana swimcrab",1960,2015,56,2780.5,"Crabs, sea-spiders","High",2.1163836195758
"41-BRA-DOL",41,"Atlantic, Southwest","BRA","Brazil","DOL","Coryphaena hippurus","Coryphaena hippurus","Common dolphinfish",1950,2015,66,1770,"Miscellaneous coastal fishes","High",1.46792564972034
"41-BRA-FLA",41,"Atlantic, Southwest","BRA","Brazil","FLA","Percophis brasiliensis","Percophis brasiliensis","Brazilian flathead",1995,2015,21,714,"Miscellaneous demersal fishes","Medium",0.319784848292829
"41-BRA-GPR",41,"Atlantic, Southwest","BRA","Brazil","GPR","Epinephelus morio","Epinephelus morio","Red grouper",1950,2012,63,1300,"Miscellaneous coastal fishes","Medium",0.230377175155418
"41-BRA-GUD",41,"Atlantic, Southwest","BRA","Brazil","GUD","Rhinobatos percellens","Rhinobatos percellens","Chola guitarfish",1955,1996,42,1000,"Sharks, rays, chimaeras","Low",0.314715574990337
"41-BRA-HKP",41,"Atlantic, Southwest","BRA","Brazil","HKP","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",1950,2015,66,3086,"Cods, hakes, haddocks","Low",0.400870870075933
"41-BRA-HKU",41,"Atlantic, Southwest","BRA","Brazil","HKU","Urophycis brasiliensis","Urophycis brasiliensis","Brazilian codling",1969,2015,47,1627,"Cods, hakes, haddocks","Medium",0.307023476260878
"41-BRA-KGM",41,"Atlantic, Southwest","BRA","Brazil","KGM","Scomberomorus cavalla","Scomberomorus cavalla","King mackerel",1957,2015,59,1600,"Tunas, bonitos, billfishes","Low",0.285676549834982
"41-BRA-LHT",41,"Atlantic, Southwest","BRA","Brazil","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1959,2015,57,1230,"Miscellaneous coastal fishes","Medium",0.432772725506663
"41-BRA-LTA",41,"Atlantic, Southwest","BRA","Brazil","LTA","Euthynnus alletteratus","Euthynnus alletteratus","Little tunny(=Atl.black skipj)",1982,2015,33,488,"Tunas, bonitos, billfishes","Medium",0.438368780313882
"41-BRA-MHS",41,"Atlantic, Southwest","BRA","Brazil","MHS","Brevoortia aurea","Brevoortia aurea","Brazilian menhaden",1950,2015,66,1850,"Shads","High",0.805317295388989
"41-BRA-MOA",41,"Atlantic, Southwest","BRA","Brazil","MOA","Selene setapinnis","Selene setapinnis","Atlantic moonfish",1995,2015,21,1904,"Miscellaneous coastal fishes","Medium",1.29230434148427
"41-BRA-MVJ",41,"Atlantic, Southwest","BRA","Brazil","MVJ","Lophius gastrophysus","Lophius gastrophysus","Blackfin goosefish",1995,2015,21,2488,"Miscellaneous demersal fishes","Medium",0.278654216379289
"41-BRA-PNB",41,"Atlantic, Southwest","BRA","Brazil","PNB","Penaeus brasiliensis","Farfantepenaeus brasiliensis","Redspotted shrimp",1960,2015,56,6116.5,"Shrimps, prawns","High",2.08095226008899
"41-BRA-RPG",41,"Atlantic, Southwest","BRA","Brazil","RPG","Pagrus pagrus","Pagrus pagrus","Red porgy",1980,2015,36,1402.5,"Miscellaneous coastal fishes","Medium",0.334800484780515
"41-BRA-RSC",41,"Atlantic, Southwest","BRA","Brazil","RSC","Trachurus lathami","Trachurus lathami","Rough scad",1995,2015,21,1047,"Miscellaneous coastal fishes","Medium",0.620766536275476
"41-BRA-RUB",41,"Atlantic, Southwest","BRA","Brazil","RUB","Caranx crysos","Caranx crysos","Blue runner",1995,2015,21,1384,"Miscellaneous coastal fishes","Medium",0.872522917027031
"41-BRA-SLC",41,"Atlantic, Southwest","BRA","Brazil","SLC","Panulirus argus","Panulirus argus","Caribbean spiny lobster",1950,2015,66,6434.5,"Lobsters, spiny-rock lobsters","Medium",0.824048532445748
"41-BRA-SNC",41,"Atlantic, Southwest","BRA","Brazil","SNC","Lutjanus purpureus","Lutjanus purpureus","Southern red snapper",1950,2015,66,5792.5,"Miscellaneous demersal fishes","Low",0.22795497939324
"41-BRA-SNL",41,"Atlantic, Southwest","BRA","Brazil","SNL","Lutjanus synagris","Lutjanus synagris","Lane snapper",1995,2015,21,1689,"Miscellaneous coastal fishes","Medium",0.413094772059425
"41-BRA-SNY",41,"Atlantic, Southwest","BRA","Brazil","SNY","Ocyurus chrysurus","Ocyurus chrysurus","Yellowtail snapper",1950,2015,66,2730.5,"Miscellaneous coastal fishes","Low",0.308924693602579
"41-BRA-TAR",41,"Atlantic, Southwest","BRA","Brazil","TAR","Megalops atlanticus","Megalops atlanticus","Tarpon",1960,2015,56,1420.5,"Miscellaneous coastal fishes","Low",0.118846435497921
"41-BRA-THA",41,"Atlantic, Southwest","BRA","Brazil","THA","Opisthonema oglinum","Opisthonema oglinum","Atlantic thread herring",1995,2015,21,8082,"Herrings, sardines, anchovies","Medium",0.879528305368165
"41-BRA-TVM",41,"Atlantic, Southwest","BRA","Brazil","TVM","Tivela mactroides","Tivela mactroides","Triangular tivela",1996,2015,20,1425,"Clams, cockles, arkshells","High",0.654668282747565
"41-BRA-VMA",41,"Atlantic, Southwest","BRA","Brazil","VMA","Scomber colias","Scomber colias","Atlantic chub mackerel",1959,2015,57,5059,"Tunas, bonitos, billfishes","Medium",0.474276751044858
"41-BRA-WKK",41,"Atlantic, Southwest","BRA","Brazil","WKK","Macrodon ancylodon","Macrodon ancylodon","King weakfish",1995,2015,21,5475,"Miscellaneous demersal fishes","Medium",0.669022901308689
"41-BRA-YTC",41,"Atlantic, Southwest","BRA","Brazil","YTC","Seriola lalandi","Seriola lalandi","Yellowtail amberjack",1995,2015,21,466,"Miscellaneous coastal fishes","Low",0.629520311399497
"41-FLK-CUS",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","CUS","Genypterus blacodes","Genypterus blacodes","Pink cusk-eel",1988,2015,28,506,"Miscellaneous demersal fishes","Low",0.193380201671126
"41-FLK-GRM",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","GRM","Macruronus magellanicus","Macruronus magellanicus","Patagonian grenadier",1988,2015,28,3751.5,"Cods, hakes, haddocks","Low",0.2414494509987
"41-FLK-HKP",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","HKP","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",1988,2015,28,2748.5,"Cods, hakes, haddocks","Low",0.400870870075933
"41-FLK-POS",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","POS","Micromesistius australis","Micromesistius australis","Southern blue whiting",1988,2015,28,1643.5,"Cods, hakes, haddocks","Medium",0.229913756271984
"41-FLK-SAO",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","SAO","Salilota australis","Salilota australis","Tadpole codling",1988,2015,28,1001,"Cods, hakes, haddocks","Medium",0.333512134208379
"41-FLK-SQA",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","SQA","Illex argentinus","Illex argentinus","Argentine shortfin squid",1988,2015,28,4389.5,"Miscellaneous coastal fishes","High",1.39658979980955
"41-FLK-SQP",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","SQP","Loligo gahi","Doryteuthis gahi","Patagonian squid",1988,2015,28,27990,"Miscellaneous demersal fishes","High",0.978204220948413
"41-FLK-TOP",41,"Atlantic, Southwest","FLK","Falkland Is.(Malvinas)","TOP","Dissostichus eleginoides","Dissostichus eleginoides","Patagonian toothfish",1988,2015,28,1001,"Miscellaneous pelagic fishes","Low",0.167448109866693
"41-URY-BDM",41,"Atlantic, Southwest","URY","Uruguay","BDM","Pogonias cromis","Pogonias cromis","Black drum",1986,2015,30,420.5,"Miscellaneous demersal fishes","Medium",0.188218293468011
"41-URY-BRF",41,"Atlantic, Southwest","URY","Uruguay","BRF","Helicolenus dactylopterus","Helicolenus dactylopterus","Blackbelly rosefish",1975,2015,41,1188,"Miscellaneous demersal fishes","Very low",0.168633790272401
"41-URY-CKM",41,"Atlantic, Southwest","URY","Uruguay","CKM","Micropogonias furnieri","Micropogonias furnieri","Whitemouth croaker",1950,2015,66,17544.5,"Miscellaneous demersal fishes","Medium",0.44841092312097
"41-URY-CKY",41,"Atlantic, Southwest","URY","Uruguay","CKY","Umbrina canosai","Umbrina canosai","Argentine croaker",1974,2015,42,1091.5,"Miscellaneous demersal fishes","Medium",0.699576912004144
"41-URY-CTA",41,"Atlantic, Southwest","URY","Uruguay","CTA","Cheilodactylus bergi","Nemadactylus bergi","Castaneta",1977,2015,39,634,"Miscellaneous demersal fishes","Medium",0.204587884805734
"41-URY-HBN",41,"Atlantic, Southwest","URY","Uruguay","HBN","Chaceon notialis","Chaceon notialis","Southwest Atlantic red crab",1985,2015,25,1712,"Crabs, sea-spiders","High",1.2769215856271
"41-URY-HKP",41,"Atlantic, Southwest","URY","Uruguay","HKP","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",1950,2015,66,27664,"Cods, hakes, haddocks","Low",0.400870870075933
"41-URY-HKU",41,"Atlantic, Southwest","URY","Uruguay","HKU","Urophycis brasiliensis","Urophycis brasiliensis","Brazilian codling",1971,2015,43,261,"Cods, hakes, haddocks","Medium",0.307023476260878
"41-URY-MSR",41,"Atlantic, Southwest","URY","Uruguay","MSR","Mytilus platensis","Mytilus platensis","River Plata mussel",1950,2015,65,300,"Clams, cockles, arkshells","High",0.522351821228881
"41-URY-PAO",41,"Atlantic, Southwest","URY","Uruguay","PAO","Parona signata","Parona signata","Parona leatherjacket",1974,2015,41,425,"Miscellaneous demersal fishes","Medium",1.02635110861724
"41-URY-SDP",41,"Atlantic, Southwest","URY","Uruguay","SDP","Mustelus schmitti","Mustelus schmitti","Narrownose smooth-hound",1993,2015,23,663,"Sharks, rays, chimaeras","Very low",0.230954795269731
"41-URY-SQA",41,"Atlantic, Southwest","URY","Uruguay","SQA","Illex argentinus","Illex argentinus","Argentine shortfin squid",1956,2015,60,1804,"Miscellaneous coastal fishes","High",1.39658979980955
"41-URY-WKK",41,"Atlantic, Southwest","URY","Uruguay","WKK","Macrodon ancylodon","Macrodon ancylodon","King weakfish",1964,2015,52,1091,"Miscellaneous demersal fishes","Medium",0.669022901308689
"41-URY-WKS",41,"Atlantic, Southwest","URY","Uruguay","WKS","Cynoscion striatus","Cynoscion striatus","Striped weakfish",1950,2015,66,6227,"Miscellaneous demersal fishes","High",0.479762936324111
"47-AGO-ARV",47,"Atlantic, Southeast","AGO","Angola","ARV","Aristeus varidens","Aristeus varidens","Striped red shrimp",1990,2015,23,820,"Shrimps, prawns","High",1.09915611279262
"47-AGO-BON",47,"Atlantic, Southeast","AGO","Angola","BON","Sarda sarda","Sarda sarda","Atlantic bonito",1950,2015,64,364,"Tunas, bonitos, billfishes","Medium",0.96547860002008
"47-AGO-CVJ",47,"Atlantic, Southeast","AGO","Angola","CVJ","Caranx hippos","Caranx hippos","Crevalle jack",1950,2008,51,943,"Miscellaneous coastal fishes","Medium",1.07145742264913
"47-AGO-DPS",47,"Atlantic, Southeast","AGO","Angola","DPS","Parapenaeus longirostris","Parapenaeus longirostris","Deep-water rose shrimp",1993,2015,23,1200,"Shrimps, prawns","High",2.15445126069401
"47-AGO-GRB",47,"Atlantic, Southeast","AGO","Angola","GRB","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt",1993,2015,23,2800,"Miscellaneous coastal fishes","Medium",0.794946117088516
"47-AGO-HMZ",47,"Atlantic, Southeast","AGO","Angola","HMZ","Trachurus trecae","Trachurus trecae","Cunene horse mackerel",1950,2015,66,49135,"Miscellaneous coastal fishes","Medium",0.501731607398576
"47-AGO-JOD",47,"Atlantic, Southeast","AGO","Angola","JOD","Zeus faber","Zeus faber","John dory",1955,2015,61,315,"Miscellaneous coastal fishes","Low",0.343034319117773
"47-AGO-KOB",47,"Atlantic, Southeast","AGO","Angola","KOB","Argyrosomus hololepidotus","Argyrosomus hololepidotus","Southern meagre(=Mulloway)",1950,2015,46,279.5,"Miscellaneous demersal fishes","Very low",0.236921609888029
"47-AGO-LHT",47,"Atlantic, Southeast","AGO","Angola","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1950,2015,39,3200,"Miscellaneous coastal fishes","Medium",0.432772725506663
"47-AGO-LTA",47,"Atlantic, Southeast","AGO","Angola","LTA","Euthynnus alletteratus","Euthynnus alletteratus","Little tunny(=Atl.black skipj)",1950,2015,65,1345,"Tunas, bonitos, billfishes","Medium",0.438368780313882
"47-AGO-PAR",47,"Atlantic, Southeast","AGO","Angola","PAR","Pagellus bellottii","Pagellus bellottii","Red pandora",1950,1982,33,900,"Miscellaneous demersal fishes","Medium",0.503395389227149
"47-AGO-PIA",47,"Atlantic, Southeast","AGO","Angola","PIA","Sardinops ocellatus","Sardinops sagax","Southern African pilchard",1950,1974,25,18800,"Herrings, sardines, anchovies","Medium",0.383621439037133
"47-AGO-SSB",47,"Atlantic, Southeast","AGO","Angola","SSB","Lithognathus mormyrus","Lithognathus mormyrus","Sand steenbras",1961,2015,45,398,"Miscellaneous demersal fishes","Medium",0.471126805543677
"47-AGO-VMA",47,"Atlantic, Southeast","AGO","Angola","VMA","Scomber colias","Scomber colias","Atlantic chub mackerel",1950,2015,46,6573.5,"Tunas, bonitos, billfishes","Medium",0.474276751044858
"47-NAM-ANC",47,"Atlantic, Southeast","NAM","Namibia","ANC","Engraulis capensis","Engraulis capensis","Southern African anchovy",1990,2015,26,1091.5,"Herrings, sardines, anchovies","High",1.32514141601595
"47-NAM-CGE",47,"Atlantic, Southeast","NAM","Namibia","CGE","Chaceon maritae","Chaceon maritae","West African geryon",1992,2015,24,2260,"Crabs, sea-spiders","High",1.2769215856271
"47-NAM-HMC",47,"Atlantic, Southeast","NAM","Namibia","HMC","Trachurus capensis","Trachurus capensis","Cape horse mackerel",1987,2015,29,307912,"Miscellaneous coastal fishes","Medium",0.424383550047151
"47-NAM-KCP",47,"Atlantic, Southeast","NAM","Namibia","KCP","Genypterus capensis","Genypterus capensis","Kingklip",1987,2015,29,3677,"Miscellaneous demersal fishes","Low",0.242565537121701
"47-NAM-KOB",47,"Atlantic, Southeast","NAM","Namibia","KOB","Argyrosomus hololepidotus","Argyrosomus hololepidotus","Southern meagre(=Mulloway)",1987,2008,21,288,"Miscellaneous demersal fishes","Very low",0.236921609888029
"47-NAM-LBC",47,"Atlantic, Southeast","NAM","Namibia","LBC","Jasus lalandii","Jasus lalandii","Cape rock lobster",1970,2015,46,364,"Lobsters, spiny-rock lobsters","Medium",0.375982438522093
"47-NAM-MVO",47,"Atlantic, Southeast","NAM","Namibia","MVO","Lophius vomerinus","Lophius vomerinus","Devil anglerfish",1987,2015,27,8991,"Miscellaneous demersal fishes","Low",0.272328966056314
"47-NAM-ORY",47,"Atlantic, Southeast","NAM","Namibia","ORY","Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy",1994,2015,21,550,"Miscellaneous demersal fishes","Very low",0.192218619813368
"47-NAM-PGA",47,"Atlantic, Southeast","NAM","Namibia","PGA","Pterogymnus laniarius","Pterogymnus laniarius","Panga seabream",1994,2015,21,748,"Miscellaneous coastal fishes","Low",0.468294506069041
"47-NAM-PIA",47,"Atlantic, Southeast","NAM","Namibia","PIA","Sardinops ocellatus","Sardinops sagax","Southern African pilchard",1990,2015,26,26373,"Herrings, sardines, anchovies","Medium",0.383621439037133
"47-NAM-SNK",47,"Atlantic, Southeast","NAM","Namibia","SNK","Thyrsites atun","Thyrsites atun","Snoek",1987,2015,29,1695,"Miscellaneous coastal fishes","Medium",0.431806514120519
"47-NAM-SOW",47,"Atlantic, Southeast","NAM","Namibia","SOW","Austroglossus microlepis","Austroglossus microlepis","West coast sole",1987,2015,29,514,"Flounders, halibuts, soles","Low",0.216708182544831
"47-SHN-LBT",47,"Atlantic, Southeast","SHN","Saint Helena","LBT","Jasus tristani","Jasus tristani","Tristan da Cunha rock lobster",1950,2015,66,410.5,"Lobsters, spiny-rock lobsters","High",0.375982438522093
"47-ZAF-ABP",47,"Atlantic, Southeast","ZAF","South Africa","ABP","Haliotis midae","Haliotis midae","Perlemoen abalone",1950,2015,66,619.5,"Abalones, winkles, conchs","High",0.737658157036057
"47-ZAF-ANC",47,"Atlantic, Southeast","ZAF","South Africa","ANC","Engraulis capensis","Engraulis capensis","Southern African anchovy",1963,2015,53,282728,"Herrings, sardines, anchovies","High",1.32514141601595
"47-ZAF-AWE",47,"Atlantic, Southeast","ZAF","South Africa","AWE","Atractoscion aequidens","Atractoscion aequidens","Geelbek croaker",1979,2015,37,380,"Miscellaneous coastal fishes","Low",0.371798138620644
"47-ZAF-BRF",47,"Atlantic, Southeast","ZAF","South Africa","BRF","Helicolenus dactylopterus","Helicolenus dactylopterus","Blackbelly rosefish",1950,2015,66,821.5,"Miscellaneous demersal fishes","Very low",0.168633790272401
"47-ZAF-CHM",47,"Atlantic, Southeast","ZAF","South Africa","CHM","Callorhinchus capensis","Callorhinchus capensis","Cape elephantfish",1979,2015,37,546,"Sharks, rays, chimaeras","Low",0.259710072902105
"47-ZAF-CHO",47,"Atlantic, Southeast","ZAF","South Africa","CHO","Loligo reynaudii","Loligo vulgaris","Cape Hope squid",1958,2015,58,2765.5,"Miscellaneous coastal fishes","High",0.899104621360935
"47-ZAF-EMM",47,"Atlantic, Southeast","ZAF","South Africa","EMM","Emmelichthys nitidus","Emmelichthys nitidus nitidus","Cape bonnetmouth",1983,2015,31,367,"Miscellaneous demersal fishes","Medium",0.297626457413414
"47-ZAF-GUC",47,"Atlantic, Southeast","ZAF","South Africa","GUC","Chelidonichthys capensis","Chelidonichthys capensis","Cape gurnard",1962,2015,54,492,"Miscellaneous demersal fishes","Low",0.316334160852979
"47-ZAF-HMC",47,"Atlantic, Southeast","ZAF","South Africa","HMC","Trachurus capensis","Trachurus capensis","Cape horse mackerel",1950,2015,66,35162,"Miscellaneous coastal fishes","Medium",0.424383550047151
"47-ZAF-JOD",47,"Atlantic, Southeast","ZAF","South Africa","JOD","Zeus faber","Zeus faber","John dory",1951,2015,65,900,"Miscellaneous coastal fishes","Low",0.343034319117773
"47-ZAF-KCP",47,"Atlantic, Southeast","ZAF","South Africa","KCP","Genypterus capensis","Genypterus capensis","Kingklip",1950,2015,66,3181.5,"Miscellaneous demersal fishes","Low",0.242565537121701
