"stockid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m"
"27-DNK-ELE",27,"Atlantic, Northeast","DNK","Denmark","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,1914.5,"Miscellaneous demersal fishes","Low",0.24132537489808
"27-DNK-FLE",27,"Atlantic, Northeast","DNK","Denmark","FLE","Platichthys flesus","Platichthys flesus","European flounder",1950,2015,66,4437.5,"Flounders, halibuts, soles","Medium",0.249598015844045
"27-DNK-GAR",27,"Atlantic, Northeast","DNK","Denmark","GAR","Belone belone","Belone belone","Garfish",1950,2015,66,1026.5,"Miscellaneous pelagic fishes","Medium",0.560076204362914
"27-DNK-HAD",27,"Atlantic, Northeast","DNK","Denmark","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,5127,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-DNK-HER",27,"Atlantic, Northeast","DNK","Denmark","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,153454,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-DNK-HKE",27,"Atlantic, Northeast","DNK","Denmark","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1951,2015,65,1360,"Cods, hakes, haddocks","Medium",0.319423285742402
"27-DNK-HOM",27,"Atlantic, Northeast","DNK","Denmark","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1977,2015,39,15560,"Miscellaneous coastal fishes","Medium",0.391212690446964
"27-DNK-LEM",27,"Atlantic, Northeast","DNK","Denmark","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1950,2015,66,1114,"Flounders, halibuts, soles","Medium",0.226175919675425
"27-DNK-LIN",27,"Atlantic, Northeast","DNK","Denmark","LIN","Molva molva","Molva molva","Ling",1950,2015,66,681,"Cods, hakes, haddocks","Low",0.23314283849204
"27-DNK-LUM",27,"Atlantic, Northeast","DNK","Denmark","LUM","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish(=Lumpsucker)",1950,2015,66,800,"Miscellaneous coastal fishes","Low",0.264141148312727
"27-DNK-MAC",27,"Atlantic, Northeast","DNK","Denmark","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,24785.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-DNK-MON",27,"Atlantic, Northeast","DNK","Denmark","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1951,2015,65,692,"Miscellaneous demersal fishes","Medium",0.286677204281708
"27-DNK-MUS",27,"Atlantic, Northeast","DNK","Denmark","MUS","Mytilus edulis","Mytilus edulis","Blue mussel",1950,2015,66,40394.5,"Clams, cockles, arkshells","Medium",0.266583915252952
"27-DNK-NEP",27,"Atlantic, Northeast","DNK","Denmark","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1950,2015,66,2681.5,"Lobsters, spiny-rock lobsters","Low",0.45642562038886
"27-DNK-NOP",27,"Atlantic, Northeast","DNK","Denmark","NOP","Trisopterus esmarkii","Trisopterus esmarkii","Norway pout",1961,2015,55,157500,"Cods, hakes, haddocks","Medium",1.04219778909623
"27-DNK-PIL",27,"Atlantic, Northeast","DNK","Denmark","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1978,2015,38,3187,"Herrings, sardines, anchovies","Medium",0.483738302759745
"27-DNK-PLE",27,"Atlantic, Northeast","DNK","Denmark","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,32451,"Flounders, halibuts, soles","Medium",0.143922486594067
"27-DNK-POK",27,"Atlantic, Northeast","DNK","Denmark","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,5643,"Cods, hakes, haddocks","Medium",0.213934974123137
"27-DNK-POL",27,"Atlantic, Northeast","DNK","Denmark","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1977,2015,39,828,"Cods, hakes, haddocks","Medium",0.403529881061754
"27-DNK-PRA",27,"Atlantic, Northeast","DNK","Denmark","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1950,2015,66,4078,"Shrimps, prawns","Medium",1.37600650623801
"27-DNK-RNG",27,"Atlantic, Northeast","DNK","Denmark","RNG","Coryphaenoides rupestris","Coryphaenoides rupestris","Roundnose grenadier",1983,2015,33,1174,"Cods, hakes, haddocks","Very low",0.128474174060535
"27-DNK-SAL",27,"Atlantic, Northeast","DNK","Denmark","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,964,"Miscellaneous diadromous fishes","Medium",0.578159608710751
"27-DNK-SOL",27,"Atlantic, Northeast","DNK","Denmark","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,1145,"Flounders, halibuts, soles","Medium",0.285008417984232
"27-DNK-SPR",27,"Atlantic, Northeast","DNK","Denmark","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,130652.5,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-DNK-TUR",27,"Atlantic, Northeast","DNK","Denmark","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,66,900,"Flounders, halibuts, soles","Medium",0.348541495037062
"27-DNK-WEG",27,"Atlantic, Northeast","DNK","Denmark","WEG","Trachinus draco","Trachinus draco","Greater weever",1961,2015,55,279,"Miscellaneous demersal fishes","Medium",0.582582065890555
"27-DNK-WHB",27,"Atlantic, Northeast","DNK","Denmark","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1976,2015,40,54550.5,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-DNK-WHG",27,"Atlantic, Northeast","DNK","Denmark","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,10438.5,"Cods, hakes, haddocks","Medium",0.471925193520377
"27-DNK-WIT",27,"Atlantic, Northeast","DNK","Denmark","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1950,2015,66,799.5,"Flounders, halibuts, soles","Low",0.224851030266693
"27-ESP-ANE",27,"Atlantic, Northeast","ESP","Spain","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,23113.5,"Herrings, sardines, anchovies","Medium",0.858747908570136
"27-ESP-BIB",27,"Atlantic, Northeast","ESP","Spain","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1950,2015,66,4006,"Cods, hakes, haddocks","Medium",0.800125710445419
"27-ESP-BOG",27,"Atlantic, Northeast","ESP","Spain","BOG","Boops boops","Boops boops","Bogue",1950,2015,64,1224.5,"Miscellaneous demersal fishes","Medium",0.384664931466579
"27-ESP-BSS",27,"Atlantic, Northeast","ESP","Spain","BSS","Dicentrarchus labrax","Dicentrarchus labrax","European seabass",1950,2015,61,412,"Miscellaneous diadromous fishes","Medium",0.182475253374254
"27-ESP-CET",27,"Atlantic, Northeast","ESP","Spain","CET","Dicologlossa cuneata","Dicologlossa cuneata","Wedge sole",1950,2015,33,1100,"Flounders, halibuts, soles","High",0.377447253003411
"27-ESP-COC",27,"Atlantic, Northeast","ESP","Spain","COC","Cerastoderma edule","Cerastoderma edule","Common edible cockle",1950,2015,66,3439,"Clams, cockles, arkshells","High",0.824133626714055
"27-ESP-COD",27,"Atlantic, Northeast","ESP","Spain","COD","Gadus morhua","Gadus morhua","Atlantic cod",1960,2015,56,9027.5,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-ESP-COE",27,"Atlantic, Northeast","ESP","Spain","COE","Conger conger","Conger conger","European conger",1950,2015,66,3191,"Miscellaneous demersal fishes","Very low",0.225205037879887
"27-ESP-CTC",27,"Atlantic, Northeast","ESP","Spain","CTC","Sepia officinalis","Sepia officinalis","Common cuttlefish",1950,2015,65,1318,"Miscellaneous demersal fishes","High",1.18985641272492
"27-ESP-CTG",27,"Atlantic, Northeast","ESP","Spain","CTG","Ruditapes decussatus","Ruditapes decussatus","Grooved carpet shell",1950,2015,63,804,"Clams, cockles, arkshells","High",1.46001708329085
"27-ESP-CTS",27,"Atlantic, Northeast","ESP","Spain","CTS","Venerupis pullastra","Venerupis pullastra","Pullet carpet shell",1968,2015,48,941.5,"Clams, cockles, arkshells","High",0.594439197842792
"27-ESP-DEC",27,"Atlantic, Northeast","ESP","Spain","DEC","Dentex dentex","Dentex dentex","Common dentex",1950,2015,23,1200,"Miscellaneous coastal fishes","Low",0.23558121950523
"27-ESP-DPS",27,"Atlantic, Northeast","ESP","Spain","DPS","Parapenaeus longirostris","Parapenaeus longirostris","Deep-water rose shrimp",1950,2015,32,3950,"Shrimps, prawns","High",2.15445126069401
"27-ESP-GAR",27,"Atlantic, Northeast","ESP","Spain","GAR","Belone belone","Belone belone","Garfish",1950,2015,66,267.5,"Miscellaneous pelagic fishes","Medium",0.560076204362914
"27-ESP-GFB",27,"Atlantic, Northeast","ESP","Spain","GFB","Phycis blennoides","Phycis blennoides","Greater forkbeard",1950,2015,60,887,"Cods, hakes, haddocks","Medium",0.458768983412769
"27-ESP-HAD",27,"Atlantic, Northeast","ESP","Spain","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1969,2015,47,317,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-ESP-HKE",27,"Atlantic, Northeast","ESP","Spain","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,31706.5,"Cods, hakes, haddocks","Medium",0.319423285742402
"27-ESP-JOD",27,"Atlantic, Northeast","ESP","Spain","JOD","Zeus faber","Zeus faber","John dory",1996,2015,20,992.5,"Miscellaneous coastal fishes","Low",0.343034319117773
"27-ESP-LIN",27,"Atlantic, Northeast","ESP","Spain","LIN","Molva molva","Molva molva","Ling",1962,2015,54,3550,"Cods, hakes, haddocks","Low",0.23314283849204
"27-ESP-MAC",27,"Atlantic, Northeast","ESP","Spain","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1970,2015,46,18524,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-ESP-MUR",27,"Atlantic, Northeast","ESP","Spain","MUR","Mullus surmuletus","Mullus surmuletus","Surmullet",1950,2015,66,392.5,"Miscellaneous demersal fishes","Medium",0.456524367926914
"27-ESP-NEP",27,"Atlantic, Northeast","ESP","Spain","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1950,2015,66,1700,"Lobsters, spiny-rock lobsters","Low",0.45642562038886
"27-ESP-OYF",27,"Atlantic, Northeast","ESP","Spain","OYF","Ostrea edulis","Ostrea edulis","European flat oyster",1950,2015,66,312.5,"Scallops, pectens","High",2.59635434293164
"27-ESP-PAC",27,"Atlantic, Northeast","ESP","Spain","PAC","Pagellus erythrinus","Pagellus erythrinus","Common pandora",1950,2015,57,345,"Miscellaneous coastal fishes","Medium",0.353385898345045
"27-ESP-PIL",27,"Atlantic, Northeast","ESP","Spain","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1950,2015,66,46855,"Herrings, sardines, anchovies","Medium",0.483738302759745
"27-ESP-POA",27,"Atlantic, Northeast","ESP","Spain","POA","Brama brama","Brama brama","Atlantic pomfret",1950,2015,57,4200,"Miscellaneous coastal fishes","Low",0.268119684706743
"27-ESP-POL",27,"Atlantic, Northeast","ESP","Spain","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1950,2015,60,848,"Cods, hakes, haddocks","Medium",0.403529881061754
"27-ESP-REB",27,"Atlantic, Northeast","ESP","Spain","REB","Sebastes mentella","Sebastes mentella","Beaked redfish",1995,2015,21,3224,"Miscellaneous demersal fishes","Very low",0.077091790246277
"27-ESP-RNG",27,"Atlantic, Northeast","ESP","Spain","RNG","Coryphaenoides rupestris","Coryphaenoides rupestris","Roundnose grenadier",1995,2015,21,3636,"Cods, hakes, haddocks","Very low",0.128474174060535
"27-ESP-SAU",27,"Atlantic, Northeast","ESP","Spain","SAU","Scomberesox saurus","Scomberesox saurus","Atlantic saury",1950,2015,60,400,"Miscellaneous pelagic fishes","Medium",1.11340504161518
"27-ESP-SBR",27,"Atlantic, Northeast","ESP","Spain","SBR","Pagellus bogaraveo","Pagellus bogaraveo","Blackspot(=red) seabream",1950,2015,66,3371.5,"Miscellaneous coastal fishes","Low",0.262152831795098
"27-ESP-SFS",27,"Atlantic, Northeast","ESP","Spain","SFS","Lepidopus caudatus","Lepidopus caudatus","Silver scabbardfish",1996,2015,20,712,"Miscellaneous coastal fishes","Medium",0.322197824882143
"27-ESP-SOL",27,"Atlantic, Northeast","ESP","Spain","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,317.5,"Flounders, halibuts, soles","Medium",0.285008417984232
"27-ESP-SQE",27,"Atlantic, Northeast","ESP","Spain","SQE","Todarodes sagittatus","Todarodes sagittatus","European flying squid",1970,2015,43,540,"Miscellaneous coastal fishes","Medium",3.17175838244952
"27-ESP-SQI",27,"Atlantic, Northeast","ESP","Spain","SQI","Illex illecebrosus","Illex illecebrosus","Northern shortfin squid",1975,2015,41,2089,"Miscellaneous coastal fishes","High",1.0385929914259
"27-ESP-SVE",27,"Atlantic, Northeast","ESP","Spain","SVE","Chamelea gallina","Chamelea gallina","Striped venus",1957,2015,58,1728,"Clams, cockles, arkshells","High",1.51513146065465
"27-ESP-WHB",27,"Atlantic, Northeast","ESP","Spain","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1950,2015,66,20750,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-ESP-WHG",27,"Atlantic, Northeast","ESP","Spain","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1973,2015,40,252,"Cods, hakes, haddocks","Medium",0.471925193520377
"27-ESP-WIT",27,"Atlantic, Northeast","ESP","Spain","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1981,2015,35,2065,"Flounders, halibuts, soles","Low",0.224851030266693
"27-EST-COD",27,"Atlantic, Northeast","EST","Estonia","COD","Gadus morhua","Gadus morhua","Atlantic cod",1988,2015,28,909.5,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-EST-FLE",27,"Atlantic, Northeast","EST","Estonia","FLE","Platichthys flesus","Platichthys flesus","European flounder",1988,2015,28,335.5,"Flounders, halibuts, soles","Medium",0.249598015844045
"27-EST-FPE",27,"Atlantic, Northeast","EST","Estonia","FPE","Perca fluviatilis","Perca fluviatilis","European perch",1992,2015,24,702,"Miscellaneous demersal fishes","Low",0.471760290129143
"27-EST-HER",27,"Atlantic, Northeast","EST","Estonia","HER","Clupea harengus","Clupea harengus","Atlantic herring",1988,2015,28,32832.5,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-EST-MAC",27,"Atlantic, Northeast","EST","Estonia","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1988,2015,28,287.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-EST-PRA",27,"Atlantic, Northeast","EST","Estonia","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1991,2015,25,1318,"Shrimps, prawns","Medium",1.37600650623801
"27-EST-SPR",27,"Atlantic, Northeast","EST","Estonia","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1988,2015,28,30985,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-FIN-COD",27,"Atlantic, Northeast","FIN","Finland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1953,2015,63,530,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-FIN-FBM",27,"Atlantic, Northeast","FIN","Finland","FBM","Abramis brama","Abramis brama","Freshwater bream",1952,2015,64,944.5,"Miscellaneous coastal fishes","Low",0.197395724433284
"27-FIN-FBU",27,"Atlantic, Northeast","FIN","Finland","FBU","Lota lota","Lota lota","Burbot",1973,2015,42,358,"Cods, hakes, haddocks","Low",0.200511275843321
"27-FIN-FLE",27,"Atlantic, Northeast","FIN","Finland","FLE","Platichthys flesus","Platichthys flesus","European flounder",1974,2015,42,351.5,"Flounders, halibuts, soles","Medium",0.249598015844045
"27-FIN-FPE",27,"Atlantic, Northeast","FIN","Finland","FPE","Perca fluviatilis","Perca fluviatilis","European perch",1950,2015,66,2542,"Miscellaneous demersal fishes","Low",0.471760290129143
"27-FIN-FPI",27,"Atlantic, Northeast","FIN","Finland","FPI","Esox lucius","Esox lucius","Northern pike",1950,2015,66,1836.5,"Miscellaneous demersal fishes","Low",0.330415969063026
"27-FIN-FPP",27,"Atlantic, Northeast","FIN","Finland","FPP","Sander lucioperca","Sander lucioperca","Pike-perch",1953,2015,63,600,"Miscellaneous coastal fishes","Low",0.452824515494706
"27-FIN-FRO",27,"Atlantic, Northeast","FIN","Finland","FRO","Rutilus rutilus","Rutilus rutilus","Roach",1979,2015,37,1181,"Miscellaneous coastal fishes","Medium",0.270895856571287
"27-FIN-FVE",27,"Atlantic, Northeast","FIN","Finland","FVE","Coregonus albula","Coregonus albula","Vendace",1950,2015,66,281,"Miscellaneous diadromous fishes","Medium",0.694279967494478
"27-FIN-HER",27,"Atlantic, Northeast","FIN","Finland","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,74313.5,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-FIN-PLN",27,"Atlantic, Northeast","FIN","Finland","PLN","Coregonus lavaretus","Coregonus lavaretus","European whitefish",1950,2015,66,1500,"Miscellaneous diadromous fishes","Medium",0.576832975805651
"27-FIN-SAL",27,"Atlantic, Northeast","FIN","Finland","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,500,"Miscellaneous diadromous fishes","Medium",0.578159608710751
"27-FIN-SME",27,"Atlantic, Northeast","FIN","Finland","SME","Osmerus eperlanus","Osmerus eperlanus","European smelt",1950,2015,66,425.5,"Miscellaneous coastal fishes","Medium",0.574454574775945
"27-FIN-SPR",27,"Atlantic, Northeast","FIN","Finland","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,1900,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-FIN-TRS",27,"Atlantic, Northeast","FIN","Finland","TRS","Salmo trutta","Salmo trutta","Sea trout",1974,2015,42,254.5,"Miscellaneous diadromous fishes","High",0.582116789010536
"27-FRA-ANE",27,"Atlantic, Northeast","FRA","France","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1959,2015,57,3800,"Herrings, sardines, anchovies","Medium",0.858747908570136
"27-FRA-BIB",27,"Atlantic, Northeast","FRA","France","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1954,2015,62,6664.5,"Cods, hakes, haddocks","Medium",0.800125710445419
"27-FRA-BLI",27,"Atlantic, Northeast","FRA","France","BLI","Molva dypterygia","Molva dypterygia","Blue ling",1976,2015,40,4620,"Cods, hakes, haddocks","Low",0.228538430351296
"27-FRA-BLL",27,"Atlantic, Northeast","FRA","France","BLL","Scophthalmus rhombus","Scophthalmus rhombus","Brill",1969,2015,47,450,"Flounders, halibuts, soles","Medium",0.676095997808932
"27-FRA-BRB",27,"Atlantic, Northeast","FRA","France","BRB","Spondyliosoma cantharus","Spondyliosoma cantharus","Black seabream",1977,2015,39,2802,"Miscellaneous coastal fishes","Medium",0.353728246425068
"27-FRA-BSF",27,"Atlantic, Northeast","FRA","France","BSF","Aphanopus carbo","Aphanopus carbo","Black scabbardfish",1989,2015,27,2363,"Miscellaneous demersal fishes","Low",0.301365657153198
