"stockid","areaid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m","long_dd","lat_dd","yr_full","yr_over","yr_collapse"
"27-BEL-HAD","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,1311.5,"Cods, hakes, haddocks","Medium",0.354265019571743,2.70351621663824,51.466976489716,1950,1982,NA
"27-BEL-HER","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,400,"Herrings, sardines, anchovies","Medium",0.250360616655768,2.70351621663824,51.466976489716,1950,1975,NA
"27-BEL-LEM","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1950,2015,66,884,"Flounders, halibuts, soles","Medium",0.226175919675425,2.70351621663824,51.466976489716,2005,NA,NA
"27-BEL-LIN","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","LIN","Molva molva","Molva molva","Ling",1950,2015,66,349,"Cods, hakes, haddocks","Low",0.23314283849204,2.70351621663824,51.466976489716,1968,2004,NA
"27-BEL-MEG","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","MEG","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Megrim",1950,2015,66,254.5,"Flounders, halibuts, soles","Low",0.301679285534074,2.70351621663824,51.466976489716,1957,NA,NA
"27-BEL-NEP","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1950,2015,66,475,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,2.70351621663824,51.466976489716,1956,1983,NA
"27-BEL-PLE","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,6800,"Flounders, halibuts, soles","Medium",0.143922486594067,2.70351621663824,51.466976489716,1983,NA,NA
"27-BEL-POK","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,389,"Cods, hakes, haddocks","Medium",0.213934974123137,2.70351621663824,51.466976489716,1968,1977,2009
"27-BEL-SCE","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1950,2015,66,395,"Scallops, pectens","High",1.15239165671636,2.70351621663824,51.466976489716,1950,NA,NA
"27-BEL-SOL","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,4350,"Flounders, halibuts, soles","Medium",0.285008417984232,2.70351621663824,51.466976489716,1956,NA,NA
"27-BEL-TUR","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,66,400,"Flounders, halibuts, soles","Medium",0.348541495037062,2.70351621663824,51.466976489716,1954,1961,NA
"27-BEL-WHG","27-BEL",27,"Atlantic, Northeast","BEL","Belgium","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,2969.5,"Cods, hakes, haddocks","Medium",0.471925193520377,2.70351621663824,51.466976489716,1968,2000,NA
"27-DEU-BLI","27-DEU",27,"Atlantic, Northeast","DEU","Germany","BLI","Molva dypterygia","Molva dypterygia","Blue ling",1950,2015,66,949,"Cods, hakes, haddocks","Low",0.228538430351296,6.78153789830823,54.5929000293365,1968,NA,NA
"27-DEU-CAA","27-DEU",27,"Atlantic, Northeast","DEU","Germany","CAA","Anarhichas lupus","Anarhichas lupus","Atlantic wolffish",1950,2015,66,758,"Miscellaneous demersal fishes","Low",0.134972577812955,6.78153789830823,54.5929000293365,1954,NA,NA
"27-DEU-COD","27-DEU",27,"Atlantic, Northeast","DEU","Germany","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,62668,"Cods, hakes, haddocks","Medium",0.270287991797001,6.78153789830823,54.5929000293365,1969,1984,2005
"27-DEU-CSH","27-DEU",27,"Atlantic, Northeast","DEU","Germany","CSH","Crangon crangon","Crangon crangon","Common shrimp",1950,2015,66,18599,"Shrimps, prawns","Low",0.586378042108406,6.78153789830823,54.5929000293365,1972,NA,NA
"27-DEU-DAB","27-DEU",27,"Atlantic, Northeast","DEU","Germany","DAB","Limanda limanda","Limanda limanda","Common dab",1950,2015,66,403,"Flounders, halibuts, soles","Medium",0.361263931139785,6.78153789830823,54.5929000293365,NA,NA,NA
"27-DEU-ELE","27-DEU",27,"Atlantic, Northeast","DEU","Germany","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,376.5,"Miscellaneous demersal fishes","Low",0.24132537489808,6.78153789830823,54.5929000293365,1963,1982,NA
"27-DEU-FLE","27-DEU",27,"Atlantic, Northeast","DEU","Germany","FLE","Platichthys flesus","Platichthys flesus","European flounder",1950,2015,66,2349.5,"Flounders, halibuts, soles","Medium",0.249598015844045,6.78153789830823,54.5929000293365,1988,NA,NA
"27-DEU-FPE","27-DEU",27,"Atlantic, Northeast","DEU","Germany","FPE","Perca fluviatilis","Perca fluviatilis","European perch",1965,2015,51,500,"Miscellaneous demersal fishes","Low",0.471760290129143,6.78153789830823,54.5929000293365,1992,NA,NA
"27-DEU-FPP","27-DEU",27,"Atlantic, Northeast","DEU","Germany","FPP","Sander lucioperca","Sander lucioperca","Pike-perch",1965,2015,51,312,"Miscellaneous coastal fishes","Low",0.452824515494706,6.78153789830823,54.5929000293365,1971,NA,NA
"27-DEU-FRO","27-DEU",27,"Atlantic, Northeast","DEU","Germany","FRO","Rutilus rutilus","Rutilus rutilus","Roach",1965,2015,51,494,"Miscellaneous coastal fishes","Medium",0.270895856571287,6.78153789830823,54.5929000293365,1971,NA,NA
"27-DEU-GHL","27-DEU",27,"Atlantic, Northeast","DEU","Germany","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1950,2015,66,3857,"Flounders, halibuts, soles","Low",0.0945648244981132,6.78153789830823,54.5929000293365,1968,1986,NA
"27-DEU-HAD","27-DEU",27,"Atlantic, Northeast","DEU","Germany","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,4448,"Cods, hakes, haddocks","Medium",0.354265019571743,6.78153789830823,54.5929000293365,1954,1976,NA
"27-DEU-HAL","27-DEU",27,"Atlantic, Northeast","DEU","Germany","HAL","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",1950,2015,66,393,"Flounders, halibuts, soles","Very low",0.116466518502922,6.78153789830823,54.5929000293365,1957,2002,2010
"27-DEU-HER","27-DEU",27,"Atlantic, Northeast","DEU","Germany","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,75041.5,"Herrings, sardines, anchovies","Medium",0.250360616655768,6.78153789830823,54.5929000293365,1950,NA,NA
"27-DEU-HOM","27-DEU",27,"Atlantic, Northeast","DEU","Germany","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1961,2015,55,7839,"Miscellaneous coastal fishes","Medium",0.391212690446964,6.78153789830823,54.5929000293365,1966,NA,NA
"27-DEU-LIN","27-DEU",27,"Atlantic, Northeast","DEU","Germany","LIN","Molva molva","Molva molva","Ling",1950,2015,66,872.5,"Cods, hakes, haddocks","Low",0.23314283849204,6.78153789830823,54.5929000293365,1963,1972,NA
"27-DEU-MAC","27-DEU",27,"Atlantic, Northeast","DEU","Germany","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,15746,"Tunas, bonitos, billfishes","Medium",0.287659477519624,6.78153789830823,54.5929000293365,NA,NA,NA
"27-DEU-PLE","27-DEU",27,"Atlantic, Northeast","DEU","Germany","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,4369.5,"Flounders, halibuts, soles","Medium",0.143922486594067,6.78153789830823,54.5929000293365,NA,NA,NA
"27-DEU-POK","27-DEU",27,"Atlantic, Northeast","DEU","Germany","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,26735.5,"Cods, hakes, haddocks","Medium",0.213934974123137,6.78153789830823,54.5929000293365,1966,1979,NA
"27-DEU-SOL","27-DEU",27,"Atlantic, Northeast","DEU","Germany","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,733.5,"Flounders, halibuts, soles","Medium",0.285008417984232,6.78153789830823,54.5929000293365,1954,NA,NA
"27-DEU-SPR","27-DEU",27,"Atlantic, Northeast","DEU","Germany","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,10520,"Herrings, sardines, anchovies","Medium",0.650798133846872,6.78153789830823,54.5929000293365,1955,NA,NA
"27-DEU-TUR","27-DEU",27,"Atlantic, Northeast","DEU","Germany","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,66,300,"Flounders, halibuts, soles","Medium",0.348541495037062,6.78153789830823,54.5929000293365,1961,1981,NA
"27-DEU-WHB","27-DEU",27,"Atlantic, Northeast","DEU","Germany","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1970,2015,46,7963,"Cods, hakes, haddocks","Medium",0.41375542251684,6.78153789830823,54.5929000293365,1986,NA,NA
"27-DEU-WHG","27-DEU",27,"Atlantic, Northeast","DEU","Germany","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,705.5,"Cods, hakes, haddocks","Medium",0.471925193520377,6.78153789830823,54.5929000293365,1959,1968,NA
"27-DNK-CAA","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","CAA","Anarhichas lupus","Anarhichas lupus","Atlantic wolffish",1950,2015,66,750,"Miscellaneous demersal fishes","Low",0.134972577812955,8.8384765419602,56.183093860228,1953,1990,NA
"27-DNK-COC","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","COC","Cerastoderma edule","Cerastoderma edule","Common edible cockle",1988,2015,28,843,"Clams, cockles, arkshells","High",0.824133626714055,8.8384765419602,56.183093860228,2004,NA,NA
"27-DNK-COD","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,68650,"Cods, hakes, haddocks","Medium",0.270287991797001,8.8384765419602,56.183093860228,1967,NA,NA
"27-DNK-CSH","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","CSH","Crangon crangon","Crangon crangon","Common shrimp",1950,2015,66,1094,"Shrimps, prawns","Low",0.586378042108406,8.8384765419602,56.183093860228,1996,NA,NA
"27-DNK-DAB","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","DAB","Limanda limanda","Limanda limanda","Common dab",1950,2015,66,3954.5,"Flounders, halibuts, soles","Medium",0.361263931139785,8.8384765419602,56.183093860228,1981,2001,NA
"27-DNK-DGS","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","DGS","Squalus acanthias","Squalus acanthias","Picked dogfish",1955,2015,61,486,"Sharks, rays, chimaeras","Very low",0.14385276637056,8.8384765419602,56.183093860228,1970,NA,NA
"27-DNK-ELE","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,1914.5,"Miscellaneous demersal fishes","Low",0.24132537489808,8.8384765419602,56.183093860228,1970,1981,NA
"27-DNK-FLE","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","FLE","Platichthys flesus","Platichthys flesus","European flounder",1950,2015,66,4437.5,"Flounders, halibuts, soles","Medium",0.249598015844045,8.8384765419602,56.183093860228,1957,NA,NA
"27-DNK-GAR","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","GAR","Belone belone","Belone belone","Garfish",1950,2015,66,1026.5,"Miscellaneous pelagic fishes","Medium",0.560076204362914,8.8384765419602,56.183093860228,1968,1982,NA
"27-DNK-HAD","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,5127,"Cods, hakes, haddocks","Medium",0.354265019571743,8.8384765419602,56.183093860228,1962,1971,NA
"27-DNK-HER","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,153454,"Herrings, sardines, anchovies","Medium",0.250360616655768,8.8384765419602,56.183093860228,1965,NA,NA
"27-DNK-HKE","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1951,2015,65,1360,"Cods, hakes, haddocks","Medium",0.319423285742402,8.8384765419602,56.183093860228,NA,NA,NA
"27-DNK-HOM","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1977,2015,39,15560,"Miscellaneous coastal fishes","Medium",0.391212690446964,8.8384765419602,56.183093860228,1991,NA,NA
"27-DNK-LEM","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1950,2015,66,1114,"Flounders, halibuts, soles","Medium",0.226175919675425,8.8384765419602,56.183093860228,1990,NA,NA
"27-DNK-LIN","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","LIN","Molva molva","Molva molva","Ling",1950,2015,66,681,"Cods, hakes, haddocks","Low",0.23314283849204,8.8384765419602,56.183093860228,1982,NA,NA
"27-DNK-LUM","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","LUM","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish(=Lumpsucker)",1950,2015,66,800,"Miscellaneous coastal fishes","Low",0.264141148312727,8.8384765419602,56.183093860228,1965,2005,NA
"27-DNK-MAC","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,24785.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624,8.8384765419602,56.183093860228,1984,NA,NA
"27-DNK-MON","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1951,2015,65,692,"Miscellaneous demersal fishes","Medium",0.286677204281708,8.8384765419602,56.183093860228,1953,NA,NA
"27-DNK-MUS","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","MUS","Mytilus edulis","Mytilus edulis","Blue mussel",1950,2015,66,40394.5,"Clams, cockles, arkshells","Medium",0.266583915252952,8.8384765419602,56.183093860228,1971,NA,NA
"27-DNK-NEP","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1950,2015,66,2681.5,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,8.8384765419602,56.183093860228,2001,NA,NA
"27-DNK-NOP","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","NOP","Trisopterus esmarkii","Trisopterus esmarkii","Norway pout",1961,2015,55,157500,"Cods, hakes, haddocks","Medium",1.04219778909623,8.8384765419602,56.183093860228,1963,NA,NA
"27-DNK-PIL","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1978,2015,38,3187,"Herrings, sardines, anchovies","Medium",0.483738302759745,8.8384765419602,56.183093860228,1982,NA,NA
"27-DNK-PLE","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,32451,"Flounders, halibuts, soles","Medium",0.143922486594067,8.8384765419602,56.183093860228,1978,1994,NA
"27-DNK-POK","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,5643,"Cods, hakes, haddocks","Medium",0.213934974123137,8.8384765419602,56.183093860228,1970,1996,NA
"27-DNK-POL","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1977,2015,39,828,"Cods, hakes, haddocks","Medium",0.403529881061754,8.8384765419602,56.183093860228,1984,1992,NA
"27-DNK-PRA","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1950,2015,66,4078,"Shrimps, prawns","Medium",NA,8.8384765419602,56.183093860228,1957,NA,NA
"27-DNK-RNG","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","RNG","Coryphaenoides rupestris","Coryphaenoides rupestris","Roundnose grenadier",1983,2015,33,1174,"Cods, hakes, haddocks","Very low",0.128474174060535,8.8384765419602,56.183093860228,1987,2011,NA
"27-DNK-SAL","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,964,"Miscellaneous diadromous fishes","Medium",0.578159608710751,8.8384765419602,56.183093860228,1973,1986,NA
"27-DNK-SOL","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,1145,"Flounders, halibuts, soles","Medium",0.285008417984232,8.8384765419602,56.183093860228,1953,2007,NA
"27-DNK-SPR","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,130652.5,"Herrings, sardines, anchovies","Medium",0.650798133846872,8.8384765419602,56.183093860228,1958,NA,NA
"27-DNK-TUR","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,66,900,"Flounders, halibuts, soles","Medium",0.348541495037062,8.8384765419602,56.183093860228,1987,NA,NA
"27-DNK-WEG","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","WEG","Trachinus draco","Trachinus draco","Greater weever",1961,2015,55,279,"Miscellaneous demersal fishes","Medium",0.582582065890555,8.8384765419602,56.183093860228,1973,NA,NA
"27-DNK-WHB","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1976,2015,40,54550.5,"Cods, hakes, haddocks","Medium",0.41375542251684,8.8384765419602,56.183093860228,1985,2006,NA
"27-DNK-WHG","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,10438.5,"Cods, hakes, haddocks","Medium",0.471925193520377,8.8384765419602,56.183093860228,1968,2000,NA
"27-DNK-WIT","27-DNK",27,"Atlantic, Northeast","DNK","Denmark","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1950,2015,66,799.5,"Flounders, halibuts, soles","Low",0.224851030266693,8.8384765419602,56.183093860228,NA,NA,NA
"27-ESP-ANE","27-ESP",27,"Atlantic, Northeast","ESP","Spain","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,23113.5,"Herrings, sardines, anchovies","Medium",0.858747908570136,-9.23398965262515,44.0789858865348,1951,NA,NA
"27-ESP-BIB","27-ESP",27,"Atlantic, Northeast","ESP","Spain","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1950,2015,66,4006,"Cods, hakes, haddocks","Medium",0.800125710445419,-9.23398965262515,44.0789858865348,1967,NA,NA
"27-ESP-BOG","27-ESP",27,"Atlantic, Northeast","ESP","Spain","BOG","Boops boops","Boops boops","Bogue",1950,2015,64,1224.5,"Miscellaneous demersal fishes","Medium",0.384664931466579,-9.23398965262515,44.0789858865348,1958,NA,NA
"27-ESP-BSS","27-ESP",27,"Atlantic, Northeast","ESP","Spain","BSS","Dicentrarchus labrax","Dicentrarchus labrax","European seabass",1950,2015,61,412,"Miscellaneous diadromous fishes","Medium",0.182475253374254,-9.23398965262515,44.0789858865348,1967,NA,NA
"27-ESP-CET","27-ESP",27,"Atlantic, Northeast","ESP","Spain","CET","Dicologlossa cuneata","Dicologlossa cuneata","Wedge sole",1950,2015,33,1100,"Flounders, halibuts, soles","High",0.377447253003411,-9.23398965262515,44.0789858865348,1958,NA,NA
"27-ESP-COC","27-ESP",27,"Atlantic, Northeast","ESP","Spain","COC","Cerastoderma edule","Cerastoderma edule","Common edible cockle",1950,2015,66,3439,"Clams, cockles, arkshells","High",0.824133626714055,-9.23398965262515,44.0789858865348,1961,NA,NA
"27-ESP-COD","27-ESP",27,"Atlantic, Northeast","ESP","Spain","COD","Gadus morhua","Gadus morhua","Atlantic cod",1960,2015,56,9027.5,"Cods, hakes, haddocks","Medium",0.270287991797001,-9.23398965262515,44.0789858865348,NA,NA,NA
"27-ESP-COE","27-ESP",27,"Atlantic, Northeast","ESP","Spain","COE","Conger conger","Conger conger","European conger",1950,2015,66,3191,"Miscellaneous demersal fishes","Very low",0.225205037879887,-9.23398965262515,44.0789858865348,1969,NA,NA
"27-ESP-CTC","27-ESP",27,"Atlantic, Northeast","ESP","Spain","CTC","Sepia officinalis","Sepia officinalis","Common cuttlefish",1950,2015,65,1318,"Miscellaneous demersal fishes","High",1.18985641272492,-9.23398965262515,44.0789858865348,1950,NA,NA
"27-ESP-CTG","27-ESP",27,"Atlantic, Northeast","ESP","Spain","CTG","Ruditapes decussatus","Ruditapes decussatus","Grooved carpet shell",1950,2015,63,804,"Clams, cockles, arkshells","High",NA,-9.23398965262515,44.0789858865348,1950,NA,NA
"27-ESP-CTS","27-ESP",27,"Atlantic, Northeast","ESP","Spain","CTS","Venerupis pullastra","Venerupis pullastra","Pullet carpet shell",1968,2015,48,941.5,"Clams, cockles, arkshells","High",0.594439197842792,-9.23398965262515,44.0789858865348,1968,NA,NA
"27-ESP-DEC","27-ESP",27,"Atlantic, Northeast","ESP","Spain","DEC","Dentex dentex","Dentex dentex","Common dentex",1950,2015,23,1200,"Miscellaneous coastal fishes","Low",0.23558121950523,-9.23398965262515,44.0789858865348,1950,1966,NA
"27-ESP-DPS","27-ESP",27,"Atlantic, Northeast","ESP","Spain","DPS","Parapenaeus longirostris","Parapenaeus longirostris","Deep-water rose shrimp",1950,2015,32,3950,"Shrimps, prawns","High",2.15445126069401,-9.23398965262515,44.0789858865348,1950,NA,NA
"27-ESP-GAR","27-ESP",27,"Atlantic, Northeast","ESP","Spain","GAR","Belone belone","Belone belone","Garfish",1950,2015,66,267.5,"Miscellaneous pelagic fishes","Medium",0.560076204362914,-9.23398965262515,44.0789858865348,1950,2006,NA
"27-ESP-GFB","27-ESP",27,"Atlantic, Northeast","ESP","Spain","GFB","Phycis blennoides","Phycis blennoides","Greater forkbeard",1950,2015,60,887,"Cods, hakes, haddocks","Medium",0.458768983412769,-9.23398965262515,44.0789858865348,1983,NA,NA
