"","stockid","stocklong","year","bbmsy"
"387","ALBASATL","Albacore tuna South Atlantic",1975,1.52
"388","ALBASATL","Albacore tuna South Atlantic",1976,1.54
"389","ALBASATL","Albacore tuna South Atlantic",1977,1.56
"390","ALBASATL","Albacore tuna South Atlantic",1978,1.55
"391","ALBASATL","Albacore tuna South Atlantic",1979,1.54
"392","ALBASATL","Albacore tuna South Atlantic",1980,1.53
"393","ALBASATL","Albacore tuna South Atlantic",1981,1.52
"394","ALBASATL","Albacore tuna South Atlantic",1982,1.5
"395","ALBASATL","Albacore tuna South Atlantic",1983,1.45
"396","ALBASATL","Albacore tuna South Atlantic",1984,1.5
"397","ALBASATL","Albacore tuna South Atlantic",1985,1.54
"398","ALBASATL","Albacore tuna South Atlantic",1986,1.48
"399","ALBASATL","Albacore tuna South Atlantic",1987,1.38
"400","ALBASATL","Albacore tuna South Atlantic",1988,1.27
"401","ALBASATL","Albacore tuna South Atlantic",1989,1.24
"402","ALBASATL","Albacore tuna South Atlantic",1990,1.22
"403","ALBASATL","Albacore tuna South Atlantic",1991,1.2
"404","ALBASATL","Albacore tuna South Atlantic",1992,1.2
"405","ALBASATL","Albacore tuna South Atlantic",1993,1.12
"406","ALBASATL","Albacore tuna South Atlantic",1994,1.08
"407","ALBASATL","Albacore tuna South Atlantic",1995,1.01
"408","ALBASATL","Albacore tuna South Atlantic",1996,1
"409","ALBASATL","Albacore tuna South Atlantic",1997,0.983
"410","ALBASATL","Albacore tuna South Atlantic",1998,0.969
"411","ALBASATL","Albacore tuna South Atlantic",1999,0.936
"412","ALBASATL","Albacore tuna South Atlantic",2000,0.924
"413","ALBASATL","Albacore tuna South Atlantic",2001,0.885
"414","ALBASATL","Albacore tuna South Atlantic",2002,0.793
"415","ALBASATL","Albacore tuna South Atlantic",2003,0.742
"416","ALBASATL","Albacore tuna South Atlantic",2004,0.711
"417","ALBASATL","Albacore tuna South Atlantic",2005,0.714
"418","ALBASATL","Albacore tuna South Atlantic",2006,0.744
"419","ALBASATL","Albacore tuna South Atlantic",2007,0.738
"420","ALBASATL","Albacore tuna South Atlantic",2008,0.761
"421","ALBASATL","Albacore tuna South Atlantic",2009,0.796
"422","ALBASATL","Albacore tuna South Atlantic",2010,0.813
"423","ALBASATL","Albacore tuna South Atlantic",2011,0.852
"424","ALBASATL","Albacore tuna South Atlantic",2012,0.848
"425","ALBASPAC","Albacore tuna South Pacific Ocean",1960,2.54
"426","ALBASPAC","Albacore tuna South Pacific Ocean",1961,2.45
"427","ALBASPAC","Albacore tuna South Pacific Ocean",1962,2.36
"428","ALBASPAC","Albacore tuna South Pacific Ocean",1963,2.51
"429","ALBASPAC","Albacore tuna South Pacific Ocean",1964,2.66
"430","ALBASPAC","Albacore tuna South Pacific Ocean",1965,2.83
"431","ALBASPAC","Albacore tuna South Pacific Ocean",1966,2.98
"432","ALBASPAC","Albacore tuna South Pacific Ocean",1967,2.9
"433","ALBASPAC","Albacore tuna South Pacific Ocean",1968,2.69
"434","ALBASPAC","Albacore tuna South Pacific Ocean",1969,2.59
"435","ALBASPAC","Albacore tuna South Pacific Ocean",1970,2.51
"436","ALBASPAC","Albacore tuna South Pacific Ocean",1971,2.38
"437","ALBASPAC","Albacore tuna South Pacific Ocean",1972,2.24
"438","ALBASPAC","Albacore tuna South Pacific Ocean",1973,2.17
"439","ALBASPAC","Albacore tuna South Pacific Ocean",1974,2.09
"440","ALBASPAC","Albacore tuna South Pacific Ocean",1975,2.04
"441","ALBASPAC","Albacore tuna South Pacific Ocean",1976,2
"442","ALBASPAC","Albacore tuna South Pacific Ocean",1977,2.01
"443","ALBASPAC","Albacore tuna South Pacific Ocean",1978,1.96
"444","ALBASPAC","Albacore tuna South Pacific Ocean",1979,1.89
"445","ALBASPAC","Albacore tuna South Pacific Ocean",1980,1.81
"446","ALBASPAC","Albacore tuna South Pacific Ocean",1981,1.73
"447","ALBASPAC","Albacore tuna South Pacific Ocean",1982,1.68
"448","ALBASPAC","Albacore tuna South Pacific Ocean",1983,1.74
"449","ALBASPAC","Albacore tuna South Pacific Ocean",1984,2.02
"450","ALBASPAC","Albacore tuna South Pacific Ocean",1985,1.96
"451","ALBASPAC","Albacore tuna South Pacific Ocean",1986,1.92
"452","ALBASPAC","Albacore tuna South Pacific Ocean",1987,1.86
"453","ALBASPAC","Albacore tuna South Pacific Ocean",1988,2.07
"454","ALBASPAC","Albacore tuna South Pacific Ocean",1989,2.42
"455","ALBASPAC","Albacore tuna South Pacific Ocean",1990,2.12
"456","ALBASPAC","Albacore tuna South Pacific Ocean",1991,2.15
"457","ALBASPAC","Albacore tuna South Pacific Ocean",1992,2.13
"458","ALBASPAC","Albacore tuna South Pacific Ocean",1993,2.1
"459","ALBASPAC","Albacore tuna South Pacific Ocean",1994,2.15
"460","ALBASPAC","Albacore tuna South Pacific Ocean",1995,2.2
"461","ALBASPAC","Albacore tuna South Pacific Ocean",1996,2.37
"462","ALBASPAC","Albacore tuna South Pacific Ocean",1997,2.27
"463","ALBASPAC","Albacore tuna South Pacific Ocean",1998,2.2
"464","ALBASPAC","Albacore tuna South Pacific Ocean",1999,2.11
"465","ALBASPAC","Albacore tuna South Pacific Ocean",2000,2.11
"466","ALBASPAC","Albacore tuna South Pacific Ocean",2001,1.91
"467","ALBASPAC","Albacore tuna South Pacific Ocean",2002,1.76
"468","ALBASPAC","Albacore tuna South Pacific Ocean",2003,1.78
"469","ALBASPAC","Albacore tuna South Pacific Ocean",2004,1.85
"470","ALBASPAC","Albacore tuna South Pacific Ocean",2005,1.87
"471","ALBASPAC","Albacore tuna South Pacific Ocean",2006,1.81
"472","ALBASPAC","Albacore tuna South Pacific Ocean",2007,1.79
"473","ALBASPAC","Albacore tuna South Pacific Ocean",2008,1.86
"474","ALBASPAC","Albacore tuna South Pacific Ocean",2009,1.81
"475","ALBASPAC","Albacore tuna South Pacific Ocean",2010,1.79
"476","ALBASPAC","Albacore tuna South Pacific Ocean",2011,1.81
"477","ALBASPAC","Albacore tuna South Pacific Ocean",2012,1.67
"478","ALBASPAC","Albacore tuna South Pacific Ocean",2013,1.49
"479","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1975,1.085048702
"480","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1976,1.253182375
"481","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1977,1.485224222
"482","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1978,1.74932008
"483","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1979,1.975879118
"484","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1980,2.165683353
"485","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1981,2.347606593
"486","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1982,2.510969962
"487","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1983,2.671283464
"488","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1984,2.793234683
"489","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1985,2.847767341
"490","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1986,2.814566372
"491","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1987,2.705987644
"492","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1988,2.621538488
"493","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1989,2.428771277
"494","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1990,2.409472834
"495","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1991,2.382232572
"496","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1992,2.32245171
"497","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1993,2.253668963
"498","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1994,2.210371284
"499","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1995,2.178491055
"500","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1996,2.134567762
"501","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1997,2.10959535
"502","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1998,2.085187728
"503","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",1999,2.095362639
"504","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2000,2.108804643
"505","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2001,2.122142379
"506","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2002,2.136053594
"507","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2003,2.116989756
"508","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2004,2.089931965
"509","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2005,2.057313163
"510","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2006,2.006734036
"511","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2007,1.944172669
"512","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2008,1.901109595
"513","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2009,1.901961125
"514","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2010,1.943069156
"515","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2011,1.981970162
"516","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2012,1.991971291
"517","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2013,1.990337744
"518","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2014,1.936986801
"519","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands",2015,1.870758643
"520","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1950,2.706081959
"521","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1951,2.706081959
"522","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1952,2.706081959
"523","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1953,2.706081959
"524","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1954,2.706081959
"525","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1955,2.706081959
"526","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1956,2.706081959
"527","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1957,2.706081959
"528","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1958,2.706081959
"529","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1959,2.695000229
"530","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1960,2.67652049
"531","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1961,2.652461673
"532","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1962,2.623695031
"533","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1963,2.592192348
"534","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1964,2.559497424
"535","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1965,2.524891858
"536","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1966,2.48707641
"537","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1967,2.449612522
"538","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1968,2.405576021
"539","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1969,2.323494795
"540","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1970,2.267765159
"541","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1971,2.199715696
"542","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1972,2.137734436
"543","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1973,2.076884276
"544","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1974,1.925500206
"545","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1975,1.764669917
"546","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1976,1.618024242
"547","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1977,1.535423322
"548","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1978,1.433945249
"549","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1979,1.285755774
"550","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1980,1.189780352
"551","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1981,1.107485135
"552","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1982,1.032389221
"553","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1983,0.999021751
"554","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1984,0.979624903
"555","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1985,0.982330373
"556","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1986,0.991822448
"557","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1987,1.017455635
"558","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1988,1.064916008
"559","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1989,1.136160066
"560","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1990,1.262231937
"561","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1991,1.491585528
"562","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1992,1.727634013
"563","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1993,1.910704187
"564","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1994,2.061629702
"565","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1995,2.147807346
"566","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1996,2.179264173
"567","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1997,2.182550479
"568","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1998,2.144872598
"569","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",1999,2.097549791
"570","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2000,2.07413295
"571","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2001,2.028430369
"572","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2002,1.978509087
"573","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2003,1.936413799
"574","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2004,1.924063403
"575","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2005,1.900982835
"576","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2006,1.888571298
"577","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2007,1.901670666
"578","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2008,1.932042248
"579","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2009,1.969674274
"580","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2010,2.000733687
"581","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2011,2.030937132
"582","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2012,2.037632025
"583","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2013,2.056172906
"584","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2014,2.062607951
"585","ALSKABSAI","Alaska skate Bering Sea and Aleutian Islands",2015,1.763569387
"586","AMPL5YZ","American Plaice NAFO-5YZ",1980,2.899748226
"587","AMPL5YZ","American Plaice NAFO-5YZ",1981,2.205539025
"588","AMPL5YZ","American Plaice NAFO-5YZ",1982,1.916151675
"589","AMPL5YZ","American Plaice NAFO-5YZ",1983,1.61356527
"590","AMPL5YZ","American Plaice NAFO-5YZ",1984,1.42183566
"591","AMPL5YZ","American Plaice NAFO-5YZ",1985,0.862211032
"592","AMPL5YZ","American Plaice NAFO-5YZ",1986,0.626764324
"593","AMPL5YZ","American Plaice NAFO-5YZ",1987,0.643930724
"594","AMPL5YZ","American Plaice NAFO-5YZ",1988,0.651026169
"595","AMPL5YZ","American Plaice NAFO-5YZ",1989,0.611123827
"596","AMPL5YZ","American Plaice NAFO-5YZ",1990,0.62684062
"597","AMPL5YZ","American Plaice NAFO-5YZ",1991,0.833524071
"598","AMPL5YZ","American Plaice NAFO-5YZ",1992,0.894636454
"599","AMPL5YZ","American Plaice NAFO-5YZ",1993,0.781490806
"600","AMPL5YZ","American Plaice NAFO-5YZ",1994,0.757991913
"601","AMPL5YZ","American Plaice NAFO-5YZ",1995,0.63042649
"602","AMPL5YZ","American Plaice NAFO-5YZ",1996,0.653086137
"603","AMPL5YZ","American Plaice NAFO-5YZ",1997,0.769817655
"604","AMPL5YZ","American Plaice NAFO-5YZ",1998,0.852216373
"605","AMPL5YZ","American Plaice NAFO-5YZ",1999,0.736705577
"606","AMPL5YZ","American Plaice NAFO-5YZ",2000,0.765621424
"607","AMPL5YZ","American Plaice NAFO-5YZ",2001,0.738231479
"608","AMPL5YZ","American Plaice NAFO-5YZ",2002,0.581292439
"609","AMPL5YZ","American Plaice NAFO-5YZ",2003,0.467765316
"610","AMPL5YZ","American Plaice NAFO-5YZ",2004,0.39032578
"611","AMPL5YZ","American Plaice NAFO-5YZ",2005,0.392538338
"612","AMPL5YZ","American Plaice NAFO-5YZ",2006,0.46677348
"613","AMPL5YZ","American Plaice NAFO-5YZ",2007,0.61638819
"614","AMPL5YZ","American Plaice NAFO-5YZ",2008,0.85397116
"615","AMPL5YZ","American Plaice NAFO-5YZ",2009,0.990920882
"616","AMPL5YZ","American Plaice NAFO-5YZ",2010,1.067368582
"617","AMPL5YZ","American Plaice NAFO-5YZ",2011,1.13962005
"618","AMPL5YZ","American Plaice NAFO-5YZ",2012,1.130006867
"619","AMPL5YZ","American Plaice NAFO-5YZ",2013,1.100709545
"620","AMPL5YZ","American Plaice NAFO-5YZ",2014,0.837491417
"621","ANCHMEDGSA6","Anchovy Northern Spain",1945,0.691021127
"622","ANCHMEDGSA6","Anchovy Northern Spain",1946,0.99471831
"623","ANCHMEDGSA6","Anchovy Northern Spain",1947,1.30721831
"624","ANCHMEDGSA6","Anchovy Northern Spain",1948,1.419454225
"625","ANCHMEDGSA6","Anchovy Northern Spain",1949,1.485475352
"626","ANCHMEDGSA6","Anchovy Northern Spain",1950,1.494278169
"627","ANCHMEDGSA6","Anchovy Northern Spain",1951,1.467869718
"628","ANCHMEDGSA6","Anchovy Northern Spain",1952,1.476672535
"629","ANCHMEDGSA6","Anchovy Northern Spain",1953,1.483274648
"630","ANCHMEDGSA6","Anchovy Northern Spain",1954,1.507482394
"631","ANCHMEDGSA6","Anchovy Northern Spain",1955,1.498679577
"632","ANCHMEDGSA6","Anchovy Northern Spain",1956,1.487676056
"633","ANCHMEDGSA6","Anchovy Northern Spain",1957,1.489876761
"634","ANCHMEDGSA6","Anchovy Northern Spain",1958,1.511883803
"635","ANCHMEDGSA6","Anchovy Northern Spain",1959,1.498679577
"636","ANCHMEDGSA6","Anchovy Northern Spain",1960,1.503080986
"637","ANCHMEDGSA6","Anchovy Northern Spain",1961,1.494278169
"638","ANCHMEDGSA6","Anchovy Northern Spain",1962,1.507482394
"639","ANCHMEDGSA6","Anchovy Northern Spain",1963,1.494278169
"640","ANCHMEDGSA6","Anchovy Northern Spain",1964,1.492077465
"641","ANCHMEDGSA6","Anchovy Northern Spain",1965,1.496478873
"642","ANCHMEDGSA6","Anchovy Northern Spain",1966,1.494278169
"643","ANCHMEDGSA6","Anchovy Northern Spain",1967,1.494278169
"644","ANCHMEDGSA6","Anchovy Northern Spain",1968,1.46346831
"645","ANCHMEDGSA6","Anchovy Northern Spain",1969,1.388644366
"646","ANCHMEDGSA6","Anchovy Northern Spain",1970,1.386443662
"647","ANCHMEDGSA6","Anchovy Northern Spain",1971,1.355633803
"648","ANCHMEDGSA6","Anchovy Northern Spain",1972,1.395246479
"649","ANCHMEDGSA6","Anchovy Northern Spain",1973,1.397447183
"650","ANCHMEDGSA6","Anchovy Northern Spain",1974,1.357834507
"651","ANCHMEDGSA6","Anchovy Northern Spain",1975,1.335827465
"652","ANCHMEDGSA6","Anchovy Northern Spain",1976,1.219190141
"653","ANCHMEDGSA6","Anchovy Northern Spain",1977,1.122359155
"654","ANCHMEDGSA6","Anchovy Northern Spain",1978,1.117957746
"655","ANCHMEDGSA6","Anchovy Northern Spain",1979,1.069542254
"656","ANCHMEDGSA6","Anchovy Northern Spain",1980,0.928697183
"657","ANCHMEDGSA6","Anchovy Northern Spain",1981,0.851672535
"658","ANCHMEDGSA6","Anchovy Northern Spain",1982,0.774647887
"659","ANCHMEDGSA6","Anchovy Northern Spain",1983,0.600792254
"660","ANCHMEDGSA6","Anchovy Northern Spain",1984,0.569982394
"661","ANCHMEDGSA6","Anchovy Northern Spain",1985,0.618397887
"662","ANCHMEDGSA6","Anchovy Northern Spain",1986,0.776848592
